object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_image_valid
224735,Loophole of Retreat,2019,Installation,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224735,,,,2019.28a-b,2026-05-27,sanity,224735,collectionObject,https://www.brooklynmuseum.org/objects/224735,,2019.28a-b,False,Installation,2019,2019,2019,False
224858,Salacia,2019,Media,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224858,https://brooklynmuseum.b-cdn.net/collections/objects/2019.39_view01_SC.jpg,,,2019.39,2026-05-27,sanity,224858,collectionObject,https://www.brooklynmuseum.org/objects/224858,https://brooklynmuseum.b-cdn.net/collections/objects/2019.39_view01_SC.jpg,2019.39,False,Media,2019,2019,2019,
217135,Ink Rock,2019,Sculpture,,"Man-made sculpture of an ornamental rock, cast in caked ink.",,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/217135,https://brooklynmuseum.b-cdn.net/collections/objects/2019.26_view01_PS9.jpg,,,2019.26,2026-05-27,sanity,217135,collectionObject,https://www.brooklynmuseum.org/objects/217135,https://brooklynmuseum.b-cdn.net/collections/objects/2019.26_view01_PS9.jpg,2019.26,True,Sculpture,2019,2019,2019,
224724,Seat Pleasant,2019,Installation,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224724,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.32.jpg,,,2019.32,2026-05-27,sanity,224724,collectionObject,https://www.brooklynmuseum.org/objects/224724,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.32.jpg,2019.32,False,Installation,2019,2019,2019,
225155,Clothes Make The Man: What’s Buzzin’ Cousin 1991-2019,2019,Sculpture,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225155,,,,2022.61a-c,2026-05-27,sanity,225155,collectionObject,https://www.brooklynmuseum.org/objects/225155,,2022.61a-c,False,Sculpture,2019,2019,2019,False
224874,"All Hands On Deck, Brooklyn",2019,Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224874,,,,2021.9.2,2026-05-27,sanity,224874,collectionObject,https://www.brooklynmuseum.org/objects/224874,,2021.9.2,False,Photograph,2019,2019,2019,False
224796,In The Darkest Hour I Am By Your Side,2019,Media Art,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224796,,,,2020.4,2026-05-27,sanity,224796,collectionObject,https://www.brooklynmuseum.org/objects/224796,,2020.4,False,Media Art,2019,2019,2019,False
224712,13 International Dogs,2019,Drawing,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224712,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.22.jpg,,,2019.22,2026-05-27,sanity,224712,collectionObject,https://www.brooklynmuseum.org/objects/224712,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.22.jpg,2019.22,False,Drawing,2019,2019,2019,
224896,Prospero,2019,Textile,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224896,,,,2021.3,2026-05-27,sanity,224896,collectionObject,https://www.brooklynmuseum.org/objects/224896,,2021.3,False,Textile,2019,2019,2019,False
224859,I'M GONNA RUN WITH EVERY MINUTE I CAN BORROW,2019,Clothing,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224859,https://brooklynmuseum.b-cdn.net/collections/objects/2020.17a-b_view01_PS11.jpg,,,2020.17a-b,2026-05-27,sanity,224859,collectionObject,https://www.brooklynmuseum.org/objects/224859,https://brooklynmuseum.b-cdn.net/collections/objects/2020.17a-b_view01_PS11.jpg,2020.17a-b,False,Clothing,2019,2019,2019,
224734,AfroRussia,2019,Media Art,,Audio: Russian with English subtitles.,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224734,https://brooklynmuseum.b-cdn.net/collections/objects/2019.16_view01_SC.jpg,,,2019.16,2026-05-27,sanity,224734,collectionObject,https://www.brooklynmuseum.org/objects/224734,https://brooklynmuseum.b-cdn.net/collections/objects/2019.16_view01_SC.jpg,2019.16,True,Media Art,2019,2019,2019,
224730,when no softness came,2019,Textile,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224730,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.12_Various_Small_Fires_LA_photograph.jpg,,,2019.12,2026-05-27,sanity,224730,collectionObject,https://www.brooklynmuseum.org/objects/224730,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.12_Various_Small_Fires_LA_photograph.jpg,2019.12,False,Textile,2019,2019,2019,
224879,Lore,2019,Media Art,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224879,,,,2021.8,2026-05-27,sanity,224879,collectionObject,https://www.brooklynmuseum.org/objects/224879,,2021.8,False,Media Art,2019,2019,2019,False
224871,Untitled,2019,Ceramic,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224871,,,,2021.14,2026-05-27,sanity,224871,collectionObject,https://www.brooklynmuseum.org/objects/224871,,2021.14,False,Ceramic,2019,2019,2019,False
224464,Antafi,2019,Ceramic,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224464,https://brooklynmuseum.b-cdn.net/collections/objects/2019.25_PS9.jpg,,,2019.25,2026-05-27,sanity,224464,collectionObject,https://www.brooklynmuseum.org/objects/224464,https://brooklynmuseum.b-cdn.net/collections/objects/2019.25_PS9.jpg,2019.25,False,Ceramic,2019,2019,2019,
224867,This is an Address I and This is an Address II,2019,Media,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224867,https://brooklynmuseum.b-cdn.net/collections/objects/2019.40a-b_view01_SC.jpg,,,2019.40a-b,2026-05-27,sanity,224867,collectionObject,https://www.brooklynmuseum.org/objects/224867,https://brooklynmuseum.b-cdn.net/collections/objects/2019.40a-b_view01_SC.jpg,2019.40a-b,False,Media,2019,2019,2019,
224794,Piss,2019,Painting,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224794,https://brooklynmuseum.b-cdn.net/collections/objects/2020.15_view03_PS11.jpg,,,2020.15,2026-05-27,sanity,224794,collectionObject,https://www.brooklynmuseum.org/objects/224794,https://brooklynmuseum.b-cdn.net/collections/objects/2020.15_view03_PS11.jpg,2020.15,False,Painting,2019,2019,2019,
224452,Brooklyn Century Vase,2019,Ceramic,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224452,https://brooklynmuseum.b-cdn.net/collections/objects/2019.34_view01_PS11.jpg,,,2019.34,2026-05-27,sanity,224452,collectionObject,https://www.brooklynmuseum.org/objects/224452,https://brooklynmuseum.b-cdn.net/collections/objects/2019.34_view01_PS11.jpg,2019.34,True,Ceramic,2019,2019,2019,
225037,Mockery,2019,Painting,,A mixed media painted portrait of a young Black man on a canvas of a deconstructed Burberry coat. There is also a red belt shaped into a noose hanging from the piece. The boy is staring straight ahead with an intense gaze.,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225037,,,,2021.22,2026-05-27,sanity,225037,collectionObject,https://www.brooklynmuseum.org/objects/225037,,2021.22,False,Painting,2019,2019,2019,False
225129,Self-Portrait as my Father,2019,Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225129,https://brooklynmuseum.b-cdn.net/collections/objects/2022.50.1_PS20.jpg,,,2022.50.1,2026-05-27,sanity,225129,collectionObject,https://www.brooklynmuseum.org/objects/225129,https://brooklynmuseum.b-cdn.net/collections/objects/2022.50.1_PS20.jpg,2022.50.1,False,Photograph,2019,2019,2019,
225128,Artist as Fountain,2019,Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225128,https://brooklynmuseum.b-cdn.net/collections/objects/2022.51_PS20.jpg,,,2022.51,2026-05-27,sanity,225128,collectionObject,https://www.brooklynmuseum.org/objects/225128,https://brooklynmuseum.b-cdn.net/collections/objects/2022.51_PS20.jpg,2022.51,False,Photograph,2019,2019,2019,
225487,Object II,2019,Sculpture,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225487,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.56_front01_Stephen_White.jpg,,,2023.56,2026-05-27,sanity,225487,collectionObject,https://www.brooklynmuseum.org/objects/225487,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.56_front01_Stephen_White.jpg,2023.56,True,Sculpture,2019,2019,2019,
225743,She Breathes Water,2019,Media Art,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225743,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.33.jpg,,,2024.33,2026-05-27,sanity,225743,collectionObject,https://www.brooklynmuseum.org/objects/225743,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.33.jpg,2024.33,False,Media Art,2019,2019,2019,
226385,Second Eulogy: Mind the Gap,2019,Media Art,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226385,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.11_Moss_Galleries.jpg,,,2025.11,2026-05-27,sanity,226385,collectionObject,https://www.brooklynmuseum.org/objects/226385,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.11_Moss_Galleries.jpg,2025.11,False,Media Art,2019,2019,2019,
226486,Insufficient Memory,2019–2020,Installation,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226486,https://brooklynmuseum.b-cdn.net/collections/objects/EL234.022_Timothy_Doyon.jpg,,,2025.24,2026-05-27,sanity,226486,collectionObject,https://www.brooklynmuseum.org/objects/226486,https://brooklynmuseum.b-cdn.net/collections/objects/EL234.022_Timothy_Doyon.jpg,2025.24,False,Installation,2019,2019–2020,2020,
225029,Medusa,2019,Print,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225029,https://brooklynmuseum.b-cdn.net/collections/objects/2021.34_cropped_PS22.jpg,,,2021.34,2026-05-27,sanity,225029,collectionObject,https://www.brooklynmuseum.org/objects/225029,https://brooklynmuseum.b-cdn.net/collections/objects/2021.34_cropped_PS22.jpg,2021.34,False,Print,2019,2019,2019,
224795,WHEN FIRE IS APPLIED TO A STONE IT CRACKS,2019,Painting,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224795,https://brooklynmuseum.b-cdn.net/collections/objects/2020.20_cropped_PS22.jpg,,,2020.20,2026-05-27,sanity,224795,collectionObject,https://www.brooklynmuseum.org/objects/224795,https://brooklynmuseum.b-cdn.net/collections/objects/2020.20_cropped_PS22.jpg,2020.20,True,Painting,2019,2019,2019,
224857,Dogwood Flower,2019,Sculpture,,"Porcelain re-creation of the flower from a kousa dogwood tree, with four pink-tipped petals (actually outer leaves, called bracts), surrounding a large central ball of miniature flowers, consisting of hundreds of small greenish-white spikes topped by brown balls; behind the bracts are four brownish outer leaves finished in gold and platinum to simulate dried foliage, and a thick stem of the same color.  The sculpture stands as a tripod on two of the brown leaves and the stem so the flower faces sideways and slightly upward.   Sugiura Yasuyoshi has made flower sculptures since 2010.  Most are relatively literal enlargements of flowers, closely observed and then carefully recreated in porcelain. Some of his flowers are caught at the peak of their bloom and are highly decorative.  Others are depicted dried and/or gone to seed. He has also created installations of flowers.  He is best known in Japan for his earlier work, which consisted of ceramic casts of stones, arranged or piled into large installations.",,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224857,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2020.14_overall01.jpg,,,2020.14,2026-05-27,sanity,224857,collectionObject,https://www.brooklynmuseum.org/objects/224857,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2020.14_overall01.jpg,2020.14,False,Sculpture,2019,2019,2019,
226187,Three Walkers,2019,Sculpture,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226187,https://brooklynmuseum.b-cdn.net/collections/objects/2024.86a-c_PS22.jpg,,,2024.86a-c,2026-05-27,sanity,226187,collectionObject,https://www.brooklynmuseum.org/objects/226187,https://brooklynmuseum.b-cdn.net/collections/objects/2024.86a-c_PS22.jpg,2024.86a-c,True,Sculpture,2019,2019,2019,
226951,Toronto,2019,Work on Paper,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226951,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.52.9.jpg,,,2025.66.9,2026-05-27,sanity,226951,collectionObject,https://www.brooklynmuseum.org/objects/226951,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.52.9.jpg,2025.66.9,False,Work on Paper,2019,2019,2019,
226950,Sedna,2019,Work on Paper,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226950,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.52.8.jpg,,,2025.66.8,2026-05-27,sanity,226950,collectionObject,https://www.brooklynmuseum.org/objects/226950,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.52.8.jpg,2025.66.8,False,Work on Paper,2019,2019,2019,
224321,Our Voices Will Be Heard,2018,Work on Paper,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224321,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.6.jpg,,,2018.60,2026-05-27,sanity,224321,collectionObject,https://www.brooklynmuseum.org/objects/224321,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.6.jpg,2018.60,False,Work on Paper,2018,2018,2018,
224799,Triumph of the Vanities II,2018,Painting,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224799,https://brooklynmuseum.b-cdn.net/collections/objects/2020.9_PS11.jpg,,,2020.9,2026-05-27,sanity,224799,collectionObject,https://www.brooklynmuseum.org/objects/224799,https://brooklynmuseum.b-cdn.net/collections/objects/2020.9_PS11.jpg,2020.9,True,Painting,2018,2018,2018,
224425,Adewunmi,2018,collectionObject,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224425,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.7.jpg,,,2019.7,2026-05-27,sanity,224425,collectionObject,https://www.brooklynmuseum.org/objects/224425,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2019.7.jpg,2019.7,False,,2018,2018,2018,
224304,Crisscrossing,2018,Work on Paper,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224304,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.12_JenkinsJohsnonGallery_photograph.jpg,,,2018.12,2026-05-27,sanity,224304,collectionObject,https://www.brooklynmuseum.org/objects/224304,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.12_JenkinsJohsnonGallery_photograph.jpg,2018.12,False,Work on Paper,2018,2018,2018,
224671,This is the End: Our Closing Project in Three Parts,2018,Book,,"a: printed book summarizing the projects from 1988 - 2017 b: scorpion sculpture, excised from the book  c: video book which also summarizes the projects, in motion and sound, with USB charging cord",,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224671,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.63.3a-c_view01.jpg,,,2018.63.3a-c,2026-05-27,sanity,224671,collectionObject,https://www.brooklynmuseum.org/objects/224671,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.63.3a-c_view01.jpg,2018.63.3a-c,False,Book,2018,2018,2018,
224550,Elbow Room,2018,Painting,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224550,https://brooklynmuseum.b-cdn.net/collections/objects/2018.30.1_PS11.jpg,,,2018.30.1,2026-05-27,sanity,224550,collectionObject,https://www.brooklynmuseum.org/objects/224550,https://brooklynmuseum.b-cdn.net/collections/objects/2018.30.1_PS11.jpg,2018.30.1,False,Painting,2018,2018,2018,
224733,... three kings weep ...,2018,Media Art,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224733,https://brooklynmuseum.b-cdn.net/collections/objects/2019.11_view01_SC.jpg,,,2019.11,2026-05-27,sanity,224733,collectionObject,https://www.brooklynmuseum.org/objects/224733,https://brooklynmuseum.b-cdn.net/collections/objects/2019.11_view01_SC.jpg,2019.11,False,Media Art,2018,2018,2018,
224500,Apologia (Artemesia Gentileschi #4),2018,Painting,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224500,https://brooklynmuseum.b-cdn.net/collections/objects/2018.21_PS20.jpg,,,2018.21,2026-05-27,sanity,224500,collectionObject,https://www.brooklynmuseum.org/objects/224500,https://brooklynmuseum.b-cdn.net/collections/objects/2018.21_PS20.jpg,2018.21,False,Painting,2018,2018,2018,
224275,Three Penny Opera,2018,Painting,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224275,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.7_Jamian Juliano-Villani_photograph.jpg,,,2018.7,2026-05-27,sanity,224275,collectionObject,https://www.brooklynmuseum.org/objects/224275,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2018.7_Jamian Juliano-Villani_photograph.jpg,2018.7,False,Painting,2018,2018,2018,
224322,"Sojourner Truth, Speak the Truth",2018,Work on Paper,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224322,https://brooklynmuseum.b-cdn.net/collections/objects/2018.58_PS9.jpg,,,2018.58,2026-05-27,sanity,224322,collectionObject,https://www.brooklynmuseum.org/objects/224322,https://brooklynmuseum.b-cdn.net/collections/objects/2018.58_PS9.jpg,2018.58,False,Work on Paper,2018,2018,2018,
224868,QUESTIONS?,2018,Media Art,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224868,,,,2020.25.1,2026-05-27,sanity,224868,collectionObject,https://www.brooklynmuseum.org/objects/224868,,2020.25.1,False,Media Art,2018,2018,2018,False
224554,akingdoncomethas,2018,Media,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/224554,https://brooklynmuseum.b-cdn.net/collections/objects/2018.22_view01_SC.jpg,,,2018.22,2026-05-27,sanity,224554,collectionObject,https://www.brooklynmuseum.org/objects/224554,https://brooklynmuseum.b-cdn.net/collections/objects/2018.22_view01_SC.jpg,2018.22,False,Media,2018,2018,2018,
226115,"April 15, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226115,,,,2022.54.3,2026-05-27,sanity,226115,collectionObject,https://www.brooklynmuseum.org/objects/226115,,2022.54.3,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226166,"February 18, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226166,,,,2022.54.54,2026-05-27,sanity,226166,collectionObject,https://www.brooklynmuseum.org/objects/226166,,2022.54.54,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226136,"July 11, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226136,,,,2022.54.24,2026-05-27,sanity,226136,collectionObject,https://www.brooklynmuseum.org/objects/226136,,2022.54.24,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226170,"March 9, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226170,,,,2022.54.58,2026-05-27,sanity,226170,collectionObject,https://www.brooklynmuseum.org/objects/226170,,2022.54.58,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226168,"March 2, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226168,,,,2022.54.56,2026-05-27,sanity,226168,collectionObject,https://www.brooklynmuseum.org/objects/226168,,2022.54.56,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226184,"April 14, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226184,,,,2022.54.72,2026-05-27,sanity,226184,collectionObject,https://www.brooklynmuseum.org/objects/226184,,2022.54.72,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226155,"November 9, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226155,,,,2022.54.43,2026-05-27,sanity,226155,collectionObject,https://www.brooklynmuseum.org/objects/226155,,2022.54.43,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226131,"June 14, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226131,,,,2022.54.19,2026-05-27,sanity,226131,collectionObject,https://www.brooklynmuseum.org/objects/226131,,2022.54.19,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226165,"February 8, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226165,,,,2022.54.53,2026-05-27,sanity,226165,collectionObject,https://www.brooklynmuseum.org/objects/226165,,2022.54.53,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226137,"July 30, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226137,,,,2022.54.25,2026-05-27,sanity,226137,collectionObject,https://www.brooklynmuseum.org/objects/226137,,2022.54.25,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226124,"May 20, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226124,,,,2022.54.12,2026-05-27,sanity,226124,collectionObject,https://www.brooklynmuseum.org/objects/226124,,2022.54.12,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226125,"May 20, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226125,,,,2022.54.13,2026-05-27,sanity,226125,collectionObject,https://www.brooklynmuseum.org/objects/226125,,2022.54.13,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226133,"June 16, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226133,,,,2022.54.21,2026-05-27,sanity,226133,collectionObject,https://www.brooklynmuseum.org/objects/226133,,2022.54.21,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226148,"October 6, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226148,,,,2022.54.36,2026-05-27,sanity,226148,collectionObject,https://www.brooklynmuseum.org/objects/226148,,2022.54.36,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226162,"January 18, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226162,,,,2022.54.50,2026-05-27,sanity,226162,collectionObject,https://www.brooklynmuseum.org/objects/226162,,2022.54.50,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226157,"November 15, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226157,,,,2022.54.45,2026-05-27,sanity,226157,collectionObject,https://www.brooklynmuseum.org/objects/226157,,2022.54.45,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226120,"April 28, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226120,,,,2022.54.8,2026-05-27,sanity,226120,collectionObject,https://www.brooklynmuseum.org/objects/226120,,2022.54.8,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226177,"March 31, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226177,,,,2022.54.65,2026-05-27,sanity,226177,collectionObject,https://www.brooklynmuseum.org/objects/226177,,2022.54.65,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226176,"March 31, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226176,,,,2022.54.64,2026-05-27,sanity,226176,collectionObject,https://www.brooklynmuseum.org/objects/226176,,2022.54.64,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226146,"September 28, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226146,,,,2022.54.34,2026-05-27,sanity,226146,collectionObject,https://www.brooklynmuseum.org/objects/226146,,2022.54.34,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226145,"September 23, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226145,,,,2022.54.33,2026-05-27,sanity,226145,collectionObject,https://www.brooklynmuseum.org/objects/226145,,2022.54.33,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226156,"November 9, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226156,,,,2022.54.44,2026-05-27,sanity,226156,collectionObject,https://www.brooklynmuseum.org/objects/226156,,2022.54.44,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226173,"March 21, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226173,,,,2022.54.61,2026-05-27,sanity,226173,collectionObject,https://www.brooklynmuseum.org/objects/226173,,2022.54.61,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226172,"March 16, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226172,,,,2022.54.60,2026-05-27,sanity,226172,collectionObject,https://www.brooklynmuseum.org/objects/226172,,2022.54.60,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226163,"February 1, 2019","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226163,,,,2022.54.51,2026-05-27,sanity,226163,collectionObject,https://www.brooklynmuseum.org/objects/226163,,2022.54.51,False,Photograph,2018,"2018–2019, printed 2024",2024,False
226124,"May 20, 2018","2018–2019, printed 2024",Photograph,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226124,,,,2022.54.12,2026-05-27,sanity,226124,collectionObject,https://www.brooklynmuseum.org/objects/226124,,2022.54.12,False,Photograph,2018,"2018–2019, printed 2024",2024,False
