object_id,aligned_museum
68700,Art Institute of Chicago
69625,Art Institute of Chicago
202971,Art Institute of Chicago
11032,Art Institute of Chicago
7816,Art Institute of Chicago
42417,Art Institute of Chicago
41882,Art Institute of Chicago
69312,Art Institute of Chicago
70606,Art Institute of Chicago
73224,Art Institute of Chicago
195401,Art Institute of Chicago
121835,Art Institute of Chicago
53523,Art Institute of Chicago
68944,Art Institute of Chicago
84100,Art Institute of Chicago
79494,Art Institute of Chicago
58048,Art Institute of Chicago
22195,Art Institute of Chicago
68820,Art Institute of Chicago
41865,Art Institute of Chicago
21024,Art Institute of Chicago
58283,Art Institute of Chicago
68831,Art Institute of Chicago
182994,Art Institute of Chicago
21562,Art Institute of Chicago
68986,Art Institute of Chicago
180724,Art Institute of Chicago
89509,Art Institute of Chicago
42096,Art Institute of Chicago
68675,Art Institute of Chicago
70663,Art Institute of Chicago
117730,Art Institute of Chicago
69285,Art Institute of Chicago
158222,Art Institute of Chicago
193326,Art Institute of Chicago
42242,Art Institute of Chicago
21754,Art Institute of Chicago
7811,Art Institute of Chicago
75930,Art Institute of Chicago
69853,Art Institute of Chicago
68677,Art Institute of Chicago
69565,Art Institute of Chicago
87653,Art Institute of Chicago
7805,Art Institute of Chicago
193018,Art Institute of Chicago
79513,Art Institute of Chicago
186739,Art Institute of Chicago
86658,Art Institute of Chicago
21650,Art Institute of Chicago
65909,Art Institute of Chicago
65911,Art Institute of Chicago
69331,Art Institute of Chicago
276594,Art Institute of Chicago
241446,Art Institute of Chicago
27466,Art Institute of Chicago
96627,Art Institute of Chicago
68695,Art Institute of Chicago
193049,Art Institute of Chicago
126179,Art Institute of Chicago
28594,Art Institute of Chicago
46423,Art Institute of Chicago
107912,Art Institute of Chicago
130660,Art Institute of Chicago
49919,Art Institute of Chicago
106616,Art Institute of Chicago
39380,Art Institute of Chicago
69970,Art Institute of Chicago
24098,Art Institute of Chicago
44196,Art Institute of Chicago
21431,Art Institute of Chicago
8402,Art Institute of Chicago
79406,Art Institute of Chicago
42555,Art Institute of Chicago
183393,Art Institute of Chicago
202975,Art Institute of Chicago
60945,Art Institute of Chicago
49153,Art Institute of Chicago
,Metropolitan Museum of Art
911874,Metropolitan Museum of Art
61658,Metropolitan Museum of Art
448663,Metropolitan Museum of Art
764091,Metropolitan Museum of Art
551786,Metropolitan Museum of Art
729644,Metropolitan Museum of Art
472562,Metropolitan Museum of Art
900001,Metropolitan Museum of Art
503651,Metropolitan Museum of Art
42188,Metropolitan Museum of Art
207247,Metropolitan Museum of Art
78191,Metropolitan Museum of Art
329077,Metropolitan Museum of Art
42733,Metropolitan Museum of Art
53660,Metropolitan Museum of Art
310453,Metropolitan Museum of Art
437422,Metropolitan Museum of Art
764095,Metropolitan Museum of Art
206965,Metropolitan Museum of Art
317877,Metropolitan Museum of Art
459027,Metropolitan Museum of Art
459028,Metropolitan Museum of Art
544320,Metropolitan Museum of Art
53162,Metropolitan Museum of Art
200668,Metropolitan Museum of Art
544740,Metropolitan Museum of Art
39901,Metropolitan Museum of Art
53176,Metropolitan Museum of Art
435848,Metropolitan Museum of Art
42515,Metropolitan Museum of Art
205883,Metropolitan Museum of Art
816189,Metropolitan Museum of Art
776714,Metropolitan Museum of Art
824771,Metropolitan Museum of Art
436102,Metropolitan Museum of Art
707476,Metropolitan Museum of Art
53190,Metropolitan Museum of Art
192770,Metropolitan Museum of Art
53222,Metropolitan Museum of Art
438821,Metropolitan Museum of Art
203842,Metropolitan Museum of Art
437261,Metropolitan Museum of Art
460281,Metropolitan Museum of Art
194191,Metropolitan Museum of Art
38006,Metropolitan Museum of Art
452102,Metropolitan Museum of Art
49068,Metropolitan Museum of Art
207157,Metropolitan Museum of Art
237451,Metropolitan Museum of Art
137808,Princeton University Art Museum
136877,Princeton University Art Museum
135914,Princeton University Art Museum
135810,Princeton University Art Museum
135666,Princeton University Art Museum
135622,Princeton University Art Museum
135613,Princeton University Art Museum
135354,Princeton University Art Museum
135206,Princeton University Art Museum
134589,Princeton University Art Museum
134458,Princeton University Art Museum
134443,Princeton University Art Museum
134229,Princeton University Art Museum
60812,Princeton University Art Museum
57306,Princeton University Art Museum
56238,Princeton University Art Museum
55803,Princeton University Art Museum
52959,Princeton University Art Museum
51102,Princeton University Art Museum
40352,Princeton University Art Museum
38924,Princeton University Art Museum
37489,Princeton University Art Museum
37279,Princeton University Art Museum
33643,Princeton University Art Museum
33564,Princeton University Art Museum
33539,Princeton University Art Museum
32473,Princeton University Art Museum
32221,Princeton University Art Museum
29551,Princeton University Art Museum
23744,Princeton University Art Museum
22247,Princeton University Art Museum
14878,Princeton University Art Museum
14756,Princeton University Art Museum
10056,Princeton University Art Museum
8898,Princeton University Art Museum
137492,Princeton University Art Museum
137483,Princeton University Art Museum
137477,Princeton University Art Museum
137427,Princeton University Art Museum
137169,Princeton University Art Museum
137157,Princeton University Art Museum
137156,Princeton University Art Museum
137152,Princeton University Art Museum
136896,Princeton University Art Museum
135904,Princeton University Art Museum
135887,Princeton University Art Museum
135811,Princeton University Art Museum
135798,Princeton University Art Museum
135691,Princeton University Art Museum
135671,Princeton University Art Museum
135610,Princeton University Art Museum
135609,Princeton University Art Museum
135550,Princeton University Art Museum
135379,Princeton University Art Museum
135367,Princeton University Art Museum
134595,Princeton University Art Museum
134170,Princeton University Art Museum
133910,Princeton University Art Museum
102729,Princeton University Art Museum
73907,Princeton University Art Museum
60769,Princeton University Art Museum
58857,Princeton University Art Museum
57758,Princeton University Art Museum
57716,Princeton University Art Museum
55813,Princeton University Art Museum
54926,Princeton University Art Museum
54821,Princeton University Art Museum
47645,Princeton University Art Museum
47566,Princeton University Art Museum
46033,Princeton University Art Museum
45401,Princeton University Art Museum
45237,Princeton University Art Museum
40020,Princeton University Art Museum
37441,Princeton University Art Museum
33230,Princeton University Art Museum
32983,Princeton University Art Museum
32872,Princeton University Art Museum
32381,Princeton University Art Museum
32255,Princeton University Art Museum
31852,Princeton University Art Museum
31464,Princeton University Art Museum
29713,Princeton University Art Museum
23888,Princeton University Art Museum
15336,Princeton University Art Museum
8161,Princeton University Art Museum
137698,Princeton University Art Museum
137260,Princeton University Art Museum
137162,Princeton University Art Museum
137149,Princeton University Art Museum
136885,Princeton University Art Museum
136880,Princeton University Art Museum
135975,Princeton University Art Museum
135872,Princeton University Art Museum
135796,Princeton University Art Museum
135759,Princeton University Art Museum
135674,Princeton University Art Museum
135664,Princeton University Art Museum
135660,Princeton University Art Museum
135632,Princeton University Art Museum
135201,Princeton University Art Museum
134740,Princeton University Art Museum
134439,Princeton University Art Museum
58878,Princeton University Art Museum
58869,Princeton University Art Museum
58068,Princeton University Art Museum
57720,Princeton University Art Museum
44648,Princeton University Art Museum
42352,Princeton University Art Museum
39108,Princeton University Art Museum
32890,Princeton University Art Museum
31803,Princeton University Art Museum
31420,Princeton University Art Museum
29134,Princeton University Art Museum
22494,Princeton University Art Museum
20821,Princeton University Art Museum
19912,Princeton University Art Museum
17473,Princeton University Art Museum
13871,Princeton University Art Museum
9790,Princeton University Art Museum
9449,Princeton University Art Museum
137406,Princeton University Art Museum
137291,Princeton University Art Museum
137264,Princeton University Art Museum
136912,Princeton University Art Museum
135921,Princeton University Art Museum
135888,Princeton University Art Museum
135683,Princeton University Art Museum
135589,Princeton University Art Museum
135554,Princeton University Art Museum
135549,Princeton University Art Museum
135185,Princeton University Art Museum
134737,Princeton University Art Museum
134554,Princeton University Art Museum
134191,Princeton University Art Museum
134165,Princeton University Art Museum
134164,Princeton University Art Museum
129689,Princeton University Art Museum
61090,Princeton University Art Museum
61041,Princeton University Art Museum
60584,Princeton University Art Museum
56302,Princeton University Art Museum
39164,Princeton University Art Museum
35195,Princeton University Art Museum
33737,Princeton University Art Museum
32861,Princeton University Art Museum
32398,Princeton University Art Museum
32269,Princeton University Art Museum
31482,Princeton University Art Museum
29435,Princeton University Art Museum
21079,Princeton University Art Museum
18597,Princeton University Art Museum
18583,Princeton University Art Museum
16210,Princeton University Art Museum
12950,Princeton University Art Museum
9231,Princeton University Art Museum
8894,Princeton University Art Museum
137460,Princeton University Art Museum
137407,Princeton University Art Museum
137348,Princeton University Art Museum
137249,Princeton University Art Museum
136905,Princeton University Art Museum
136900,Princeton University Art Museum
136891,Princeton University Art Museum
136792,Princeton University Art Museum
135889,Princeton University Art Museum
135817,Princeton University Art Museum
135814,Princeton University Art Museum
135728,Princeton University Art Museum
135696,Princeton University Art Museum
135643,Princeton University Art Museum
135637,Princeton University Art Museum
135624,Princeton University Art Museum
135618,Princeton University Art Museum
135587,Princeton University Art Museum
135521,Princeton University Art Museum
135244,Princeton University Art Museum
134682,Princeton University Art Museum
134355,Princeton University Art Museum
133913,Princeton University Art Museum
60811,Princeton University Art Museum
58888,Princeton University Art Museum
58884,Princeton University Art Museum
58858,Princeton University Art Museum
57754,Princeton University Art Museum
55939,Princeton University Art Museum
55163,Princeton University Art Museum
51098,Princeton University Art Museum
45518,Princeton University Art Museum
42370,Princeton University Art Museum
37626,Princeton University Art Museum
36886,Princeton University Art Museum
32898,Princeton University Art Museum
32714,Princeton University Art Museum
32245,Princeton University Art Museum
31653,Princeton University Art Museum
30620,Princeton University Art Museum
28330,Princeton University Art Museum
22540,Princeton University Art Museum
16650,Princeton University Art Museum
8146,Princeton University Art Museum
6858,Princeton University Art Museum
137284,Princeton University Art Museum
52886,Princeton University Art Museum
135715,Princeton University Art Museum
137282,Princeton University Art Museum
135653,Princeton University Art Museum
135640,Princeton University Art Museum
137297,Princeton University Art Museum
136920,Princeton University Art Museum
135642,Princeton University Art Museum
137290,Princeton University Art Museum
135639,Princeton University Art Museum
137410,Princeton University Art Museum
137365,Princeton University Art Museum
137344,Princeton University Art Museum
135964,Princeton University Art Museum
135815,Princeton University Art Museum
135561,Princeton University Art Museum
135290,Princeton University Art Museum
45692,Princeton University Art Museum
23368,Princeton University Art Museum
137366,Princeton University Art Museum
135869,Princeton University Art Museum
135559,Princeton University Art Museum
135313,Princeton University Art Museum
135306,Princeton University Art Museum
135231,Princeton University Art Museum
37985,Princeton University Art Museum
25246,Princeton University Art Museum
13563,Princeton University Art Museum
137677,Princeton University Art Museum
135308,Princeton University Art Museum
135289,Princeton University Art Museum
137428,Princeton University Art Museum
137287,Princeton University Art Museum
135520,Princeton University Art Museum
135312,Princeton University Art Museum
135303,Princeton University Art Museum
134167,Princeton University Art Museum
24961,Princeton University Art Museum
135311,Princeton University Art Museum
137435,Princeton University Art Museum
137275,Princeton University Art Museum
137296,Princeton University Art Museum
145721,Princeton University Art Museum
145719,Princeton University Art Museum
145718,Princeton University Art Museum
145716,Princeton University Art Museum
145714,Princeton University Art Museum
145710,Princeton University Art Museum
145703,Princeton University Art Museum
145675,Princeton University Art Museum
145612,Princeton University Art Museum
145378,Princeton University Art Museum
145376,Princeton University Art Museum
145346,Princeton University Art Museum
145309,Princeton University Art Museum
145273,Princeton University Art Museum
145270,Princeton University Art Museum
145269,Princeton University Art Museum
145266,Princeton University Art Museum
145221,Princeton University Art Museum
145220,Princeton University Art Museum
145215,Princeton University Art Museum
145214,Princeton University Art Museum
145211,Princeton University Art Museum
145210,Princeton University Art Museum
145207,Princeton University Art Museum
145206,Princeton University Art Museum
145180,Princeton University Art Museum
145178,Princeton University Art Museum
145174,Princeton University Art Museum
145169,Princeton University Art Museum
145166,Princeton University Art Museum
145163,Princeton University Art Museum
145160,Princeton University Art Museum
145158,Princeton University Art Museum
145157,Princeton University Art Museum
145153,Princeton University Art Museum
145148,Princeton University Art Museum
145137,Princeton University Art Museum
145136,Princeton University Art Museum
145133,Princeton University Art Museum
145070,Princeton University Art Museum
145052,Princeton University Art Museum
145032,Princeton University Art Museum
145030,Princeton University Art Museum
145020,Princeton University Art Museum
145016,Princeton University Art Museum
144953,Princeton University Art Museum
144944,Princeton University Art Museum
144937,Princeton University Art Museum
144931,Princeton University Art Museum
144927,Princeton University Art Museum
144926,Princeton University Art Museum
144918,Princeton University Art Museum
144891,Princeton University Art Museum
144890,Princeton University Art Museum
144885,Princeton University Art Museum
144884,Princeton University Art Museum
144882,Princeton University Art Museum
144878,Princeton University Art Museum
144874,Princeton University Art Museum
144849,Princeton University Art Museum
144818,Princeton University Art Museum
144811,Princeton University Art Museum
144801,Princeton University Art Museum
144797,Princeton University Art Museum
144796,Princeton University Art Museum
144794,Princeton University Art Museum
144785,Princeton University Art Museum
144783,Princeton University Art Museum
144743,Princeton University Art Museum
144736,Princeton University Art Museum
144722,Princeton University Art Museum
144721,Princeton University Art Museum
144720,Princeton University Art Museum
144718,Princeton University Art Museum
144717,Princeton University Art Museum
144714,Princeton University Art Museum
144551,Princeton University Art Museum
144371,Princeton University Art Museum
144369,Princeton University Art Museum
144364,Princeton University Art Museum
144362,Princeton University Art Museum
144289,Princeton University Art Museum
144288,Princeton University Art Museum
144254,Princeton University Art Museum
144251,Princeton University Art Museum
144249,Princeton University Art Museum
144247,Princeton University Art Museum
144216,Princeton University Art Museum
144215,Princeton University Art Museum
144015,Princeton University Art Museum
143999,Princeton University Art Museum
143923,Princeton University Art Museum
143921,Princeton University Art Museum
143916,Princeton University Art Museum
143911,Princeton University Art Museum
143909,Princeton University Art Museum
143904,Princeton University Art Museum
143892,Princeton University Art Museum
143816,Princeton University Art Museum
143810,Princeton University Art Museum
143709,Princeton University Art Museum
143707,Princeton University Art Museum
143696,Princeton University Art Museum
143695,Princeton University Art Museum
143686,Princeton University Art Museum
143676,Princeton University Art Museum
143672,Princeton University Art Museum
143433,Princeton University Art Museum
143429,Princeton University Art Museum
143427,Princeton University Art Museum
143423,Princeton University Art Museum
143422,Princeton University Art Museum
142946,Princeton University Art Museum
142942,Princeton University Art Museum
142940,Princeton University Art Museum
142928,Princeton University Art Museum
142926,Princeton University Art Museum
142922,Princeton University Art Museum
142918,Princeton University Art Museum
142914,Princeton University Art Museum
142911,Princeton University Art Museum
142906,Princeton University Art Museum
142905,Princeton University Art Museum
142890,Princeton University Art Museum
142843,Princeton University Art Museum
142835,Princeton University Art Museum
142832,Princeton University Art Museum
142805,Princeton University Art Museum
142789,Princeton University Art Museum
142772,Princeton University Art Museum
142765,Princeton University Art Museum
142759,Princeton University Art Museum
142755,Princeton University Art Museum
142754,Princeton University Art Museum
142751,Princeton University Art Museum
142677,Princeton University Art Museum
142673,Princeton University Art Museum
142568,Princeton University Art Museum
142514,Princeton University Art Museum
142513,Princeton University Art Museum
142510,Princeton University Art Museum
142506,Princeton University Art Museum
142497,Princeton University Art Museum
142492,Princeton University Art Museum
142482,Princeton University Art Museum
142481,Princeton University Art Museum
142477,Princeton University Art Museum
142436,Princeton University Art Museum
142421,Princeton University Art Museum
142408,Princeton University Art Museum
142269,Princeton University Art Museum
142268,Princeton University Art Museum
142265,Princeton University Art Museum
142264,Princeton University Art Museum
142234,Princeton University Art Museum
142150,Princeton University Art Museum
142148,Princeton University Art Museum
142144,Princeton University Art Museum
142112,Princeton University Art Museum
142110,Princeton University Art Museum
142081,Princeton University Art Museum
142075,Princeton University Art Museum
142069,Princeton University Art Museum
142066,Princeton University Art Museum
142051,Princeton University Art Museum
142037,Princeton University Art Museum
142033,Princeton University Art Museum
142032,Princeton University Art Museum
142031,Princeton University Art Museum
142005,Princeton University Art Museum
142002,Princeton University Art Museum
142001,Princeton University Art Museum
142000,Princeton University Art Museum
141989,Princeton University Art Museum
141960,Princeton University Art Museum
141956,Princeton University Art Museum
141948,Princeton University Art Museum
141933,Princeton University Art Museum
141930,Princeton University Art Museum
141929,Princeton University Art Museum
141928,Princeton University Art Museum
141922,Princeton University Art Museum
141919,Princeton University Art Museum
141918,Princeton University Art Museum
141915,Princeton University Art Museum
141913,Princeton University Art Museum
141912,Princeton University Art Museum
141861,Princeton University Art Museum
141857,Princeton University Art Museum
141855,Princeton University Art Museum
141854,Princeton University Art Museum
141853,Princeton University Art Museum
141850,Princeton University Art Museum
141843,Princeton University Art Museum
141835,Princeton University Art Museum
141833,Princeton University Art Museum
141831,Princeton University Art Museum
141821,Princeton University Art Museum
141810,Princeton University Art Museum
141809,Princeton University Art Museum
141807,Princeton University Art Museum
141806,Princeton University Art Museum
141804,Princeton University Art Museum
141803,Princeton University Art Museum
141792,Princeton University Art Museum
141785,Princeton University Art Museum
141747,Princeton University Art Museum
141742,Princeton University Art Museum
141741,Princeton University Art Museum
141738,Princeton University Art Museum
141732,Princeton University Art Museum
141729,Princeton University Art Museum
141725,Princeton University Art Museum
141716,Princeton University Art Museum
141715,Princeton University Art Museum
141713,Princeton University Art Museum
141709,Princeton University Art Museum
141688,Princeton University Art Museum
141686,Princeton University Art Museum
141684,Princeton University Art Museum
141653,Princeton University Art Museum
141652,Princeton University Art Museum
141594,Princeton University Art Museum
141586,Princeton University Art Museum
141517,Princeton University Art Museum
141514,Princeton University Art Museum
141512,Princeton University Art Museum
141510,Princeton University Art Museum
141189,Princeton University Art Museum
141165,Princeton University Art Museum
141163,Princeton University Art Museum
141159,Princeton University Art Museum
141137,Princeton University Art Museum
141136,Princeton University Art Museum
141123,Princeton University Art Museum
141114,Princeton University Art Museum
141108,Princeton University Art Museum
141103,Princeton University Art Museum
141099,Princeton University Art Museum
141087,Princeton University Art Museum
141075,Princeton University Art Museum
141072,Princeton University Art Museum
141061,Princeton University Art Museum
141048,Princeton University Art Museum
141042,Princeton University Art Museum
141040,Princeton University Art Museum
141033,Princeton University Art Museum
141032,Princeton University Art Museum
141030,Princeton University Art Museum
141012,Princeton University Art Museum
141010,Princeton University Art Museum
141007,Princeton University Art Museum
141006,Princeton University Art Museum
140974,Princeton University Art Museum
140964,Princeton University Art Museum
140959,Princeton University Art Museum
140943,Princeton University Art Museum
140942,Princeton University Art Museum
140941,Princeton University Art Museum
140940,Princeton University Art Museum
140931,Princeton University Art Museum
140926,Princeton University Art Museum
140887,Princeton University Art Museum
140867,Princeton University Art Museum
140862,Princeton University Art Museum
140849,Princeton University Art Museum
140841,Princeton University Art Museum
140835,Princeton University Art Museum
140818,Princeton University Art Museum
140817,Princeton University Art Museum
140815,Princeton University Art Museum
140814,Princeton University Art Museum
140807,Princeton University Art Museum
140804,Princeton University Art Museum
140803,Princeton University Art Museum
140795,Princeton University Art Museum
140789,Princeton University Art Museum
140788,Princeton University Art Museum
140784,Princeton University Art Museum
140781,Princeton University Art Museum
140770,Princeton University Art Museum
140765,Princeton University Art Museum
140763,Princeton University Art Museum
140749,Princeton University Art Museum
140748,Princeton University Art Museum
140745,Princeton University Art Museum
140731,Princeton University Art Museum
140727,Princeton University Art Museum
140723,Princeton University Art Museum
140714,Princeton University Art Museum
140711,Princeton University Art Museum
140709,Princeton University Art Museum
140708,Princeton University Art Museum
140706,Princeton University Art Museum
140705,Princeton University Art Museum
140704,Princeton University Art Museum
140703,Princeton University Art Museum
140698,Princeton University Art Museum
140695,Princeton University Art Museum
140633,Princeton University Art Museum
140623,Princeton University Art Museum
140621,Princeton University Art Museum
140620,Princeton University Art Museum
140619,Princeton University Art Museum
140571,Princeton University Art Museum
140570,Princeton University Art Museum
140501,Princeton University Art Museum
140466,Princeton University Art Museum
140452,Princeton University Art Museum
140451,Princeton University Art Museum
140440,Princeton University Art Museum
140428,Princeton University Art Museum
140427,Princeton University Art Museum
140383,Princeton University Art Museum
140380,Princeton University Art Museum
140314,Princeton University Art Museum
140313,Princeton University Art Museum
140307,Princeton University Art Museum
140296,Princeton University Art Museum
140278,Princeton University Art Museum
140263,Princeton University Art Museum
140249,Princeton University Art Museum
140219,Princeton University Art Museum
140216,Princeton University Art Museum
140214,Princeton University Art Museum
140209,Princeton University Art Museum
140133,Princeton University Art Museum
140132,Princeton University Art Museum
140107,Princeton University Art Museum
140077,Princeton University Art Museum
138664,Princeton University Art Museum
138646,Princeton University Art Museum
138645,Princeton University Art Museum
138613,Princeton University Art Museum
138592,Princeton University Art Museum
138591,Princeton University Art Museum
138585,Princeton University Art Museum
138582,Princeton University Art Museum
138543,Princeton University Art Museum
138542,Princeton University Art Museum
138525,Princeton University Art Museum
138493,Princeton University Art Museum
138429,Princeton University Art Museum
138420,Princeton University Art Museum
138414,Princeton University Art Museum
138411,Princeton University Art Museum
138407,Princeton University Art Museum
138405,Princeton University Art Museum
138403,Princeton University Art Museum
138393,Princeton University Art Museum
138389,Princeton University Art Museum
138388,Princeton University Art Museum
138383,Princeton University Art Museum
138371,Princeton University Art Museum
138361,Princeton University Art Museum
138358,Princeton University Art Museum
138351,Princeton University Art Museum
138315,Princeton University Art Museum
138309,Princeton University Art Museum
138308,Princeton University Art Museum
138251,Princeton University Art Museum
138247,Princeton University Art Museum
138235,Princeton University Art Museum
138214,Princeton University Art Museum
138208,Princeton University Art Museum
138202,Princeton University Art Museum
138188,Princeton University Art Museum
138183,Princeton University Art Museum
138154,Princeton University Art Museum
138150,Princeton University Art Museum
138122,Princeton University Art Museum
137873,Princeton University Art Museum
137868,Princeton University Art Museum
137867,Princeton University Art Museum
137862,Princeton University Art Museum
137851,Princeton University Art Museum
137843,Princeton University Art Museum
137822,Princeton University Art Museum
137820,Princeton University Art Museum
137812,Princeton University Art Museum
137810,Princeton University Art Museum
137803,Princeton University Art Museum
137802,Princeton University Art Museum
137801,Princeton University Art Museum
137791,Princeton University Art Museum
137778,Princeton University Art Museum
137776,Princeton University Art Museum
137745,Princeton University Art Museum
137736,Princeton University Art Museum
137726,Princeton University Art Museum
137725,Princeton University Art Museum
137722,Princeton University Art Museum
137710,Princeton University Art Museum
137702,Princeton University Art Museum
137700,Princeton University Art Museum
137694,Princeton University Art Museum
137691,Princeton University Art Museum
137687,Princeton University Art Museum
137673,Princeton University Art Museum
137671,Princeton University Art Museum
137659,Princeton University Art Museum
137648,Princeton University Art Museum
137645,Princeton University Art Museum
137640,Princeton University Art Museum
137639,Princeton University Art Museum
137626,Princeton University Art Museum
137624,Princeton University Art Museum
137607,Princeton University Art Museum
137605,Princeton University Art Museum
137599,Princeton University Art Museum
137595,Princeton University Art Museum
137593,Princeton University Art Museum
137592,Princeton University Art Museum
137589,Princeton University Art Museum
137587,Princeton University Art Museum
137584,Princeton University Art Museum
137581,Princeton University Art Museum
137576,Princeton University Art Museum
137575,Princeton University Art Museum
137572,Princeton University Art Museum
137571,Princeton University Art Museum
137562,Princeton University Art Museum
137561,Princeton University Art Museum
137559,Princeton University Art Museum
137551,Princeton University Art Museum
137545,Princeton University Art Museum
137543,Princeton University Art Museum
137529,Princeton University Art Museum
137524,Princeton University Art Museum
137523,Princeton University Art Museum
137515,Princeton University Art Museum
137506,Princeton University Art Museum
137491,Princeton University Art Museum
137482,Princeton University Art Museum
137480,Princeton University Art Museum
137475,Princeton University Art Museum
137474,Princeton University Art Museum
137469,Princeton University Art Museum
137462,Princeton University Art Museum
137455,Princeton University Art Museum
137351,Princeton University Art Museum
137349,Princeton University Art Museum
137193,Princeton University Art Museum
136907,Princeton University Art Museum
136904,Princeton University Art Museum
136882,Princeton University Art Museum
135970,Princeton University Art Museum
135963,Princeton University Art Museum
135917,Princeton University Art Museum
135897,Princeton University Art Museum
135870,Princeton University Art Museum
135838,Princeton University Art Museum
135828,Princeton University Art Museum
135812,Princeton University Art Museum
135805,Princeton University Art Museum
135803,Princeton University Art Museum
135795,Princeton University Art Museum
135784,Princeton University Art Museum
135778,Princeton University Art Museum
135771,Princeton University Art Museum
135765,Princeton University Art Museum
135764,Princeton University Art Museum
135758,Princeton University Art Museum
135753,Princeton University Art Museum
135752,Princeton University Art Museum
135751,Princeton University Art Museum
135745,Princeton University Art Museum
135727,Princeton University Art Museum
135726,Princeton University Art Museum
135709,Princeton University Art Museum
135690,Princeton University Art Museum
135677,Princeton University Art Museum
135655,Princeton University Art Museum
135626,Princeton University Art Museum
135625,Princeton University Art Museum
135611,Princeton University Art Museum
135591,Princeton University Art Museum
135585,Princeton University Art Museum
135567,Princeton University Art Museum
135519,Princeton University Art Museum
135517,Princeton University Art Museum
135515,Princeton University Art Museum
135512,Princeton University Art Museum
135508,Princeton University Art Museum
135503,Princeton University Art Museum
135499,Princeton University Art Museum
135497,Princeton University Art Museum
135496,Princeton University Art Museum
135492,Princeton University Art Museum
135484,Princeton University Art Museum
135482,Princeton University Art Museum
135477,Princeton University Art Museum
135476,Princeton University Art Museum
135471,Princeton University Art Museum
135469,Princeton University Art Museum
135468,Princeton University Art Museum
135466,Princeton University Art Museum
135465,Princeton University Art Museum
135464,Princeton University Art Museum
135463,Princeton University Art Museum
135459,Princeton University Art Museum
135458,Princeton University Art Museum
135455,Princeton University Art Museum
135447,Princeton University Art Museum
135444,Princeton University Art Museum
135439,Princeton University Art Museum
135437,Princeton University Art Museum
135426,Princeton University Art Museum
135422,Princeton University Art Museum
135401,Princeton University Art Museum
135395,Princeton University Art Museum
135390,Princeton University Art Museum
135388,Princeton University Art Museum
135380,Princeton University Art Museum
135378,Princeton University Art Museum
135377,Princeton University Art Museum
135362,Princeton University Art Museum
135359,Princeton University Art Museum
135336,Princeton University Art Museum
135280,Princeton University Art Museum
135274,Princeton University Art Museum
135271,Princeton University Art Museum
135265,Princeton University Art Museum
135261,Princeton University Art Museum
135229,Princeton University Art Museum
135225,Princeton University Art Museum
135216,Princeton University Art Museum
135211,Princeton University Art Museum
135210,Princeton University Art Museum
135208,Princeton University Art Museum
135197,Princeton University Art Museum
135164,Princeton University Art Museum
135118,Princeton University Art Museum
135114,Princeton University Art Museum
134926,Princeton University Art Museum
134922,Princeton University Art Museum
134742,Princeton University Art Museum
134731,Princeton University Art Museum
134709,Princeton University Art Museum
134702,Princeton University Art Museum
134650,Princeton University Art Museum
134641,Princeton University Art Museum
134640,Princeton University Art Museum
134639,Princeton University Art Museum
134638,Princeton University Art Museum
134614,Princeton University Art Museum
134609,Princeton University Art Museum
134591,Princeton University Art Museum
134588,Princeton University Art Museum
134570,Princeton University Art Museum
134569,Princeton University Art Museum
134568,Princeton University Art Museum
134564,Princeton University Art Museum
134561,Princeton University Art Museum
134551,Princeton University Art Museum
134538,Princeton University Art Museum
134537,Princeton University Art Museum
134502,Princeton University Art Museum
134501,Princeton University Art Museum
134497,Princeton University Art Museum
134495,Princeton University Art Museum
134482,Princeton University Art Museum
134481,Princeton University Art Museum
134475,Princeton University Art Museum
134473,Princeton University Art Museum
134468,Princeton University Art Museum
134467,Princeton University Art Museum
134464,Princeton University Art Museum
134444,Princeton University Art Museum
134441,Princeton University Art Museum
134435,Princeton University Art Museum
134400,Princeton University Art Museum
134398,Princeton University Art Museum
134393,Princeton University Art Museum
134390,Princeton University Art Museum
134322,Princeton University Art Museum
134321,Princeton University Art Museum
134187,Princeton University Art Museum
134181,Princeton University Art Museum
134176,Princeton University Art Museum
134175,Princeton University Art Museum
134163,Princeton University Art Museum
134148,Princeton University Art Museum
134138,Princeton University Art Museum
134108,Princeton University Art Museum
134089,Princeton University Art Museum
134084,Princeton University Art Museum
134078,Princeton University Art Museum
134071,Princeton University Art Museum
134067,Princeton University Art Museum
134049,Princeton University Art Museum
134048,Princeton University Art Museum
134043,Princeton University Art Museum
134041,Princeton University Art Museum
134040,Princeton University Art Museum
134036,Princeton University Art Museum
134034,Princeton University Art Museum
134004,Princeton University Art Museum
134000,Princeton University Art Museum
133999,Princeton University Art Museum
133997,Princeton University Art Museum
133986,Princeton University Art Museum
133969,Princeton University Art Museum
133968,Princeton University Art Museum
133967,Princeton University Art Museum
133960,Princeton University Art Museum
133947,Princeton University Art Museum
133943,Princeton University Art Museum
133937,Princeton University Art Museum
133936,Princeton University Art Museum
133930,Princeton University Art Museum
133928,Princeton University Art Museum
133919,Princeton University Art Museum
133916,Princeton University Art Museum
133911,Princeton University Art Museum
133906,Princeton University Art Museum
133905,Princeton University Art Museum
133904,Princeton University Art Museum
133898,Princeton University Art Museum
133887,Princeton University Art Museum
133372,Princeton University Art Museum
