object_id,aligned_period
139562,Qing dynasty (c. 1893)
48846,Qing dynasty (c. 1882)
266210,Qing dynasty (c. 1770)
101573,Qing dynasty (c. 1946)
109169,Qing dynasty (c. 1858)
194369,Qing dynasty (c. 1982)
194370,Qing dynasty (c. 1982)
147873,Qing dynasty (c. 1894)
101574,Qing dynasty (c. 1946)
135,Qing dynasty (1644-1912)
111962,Qing dynasty (c. 1858)
184562,Qing dynasty (c. 1944)
15030,Qing dynasty (c. 1820)
134,Qing dynasty (1644-1912)
19970,Qing dynasty (c. 1858)
80494,Qing dynasty (c. 1920)
38985,Qing dynasty (c. 1844)
139470,Qing dynasty (c. 1891)
7934,Qing dynasty (c. 1760)
191156,Qing dynasty (c. 1943)
29530,Qing dynasty (c. 1858)
53832,Qing dynasty (c. 1955)
109200,Qing dynasty (c. 1858)
139462,Qing dynasty (c. 1896)
148877,Qing dynasty (c. 1992)
18438,Qing dynasty (1644-1912)
101571,Qing dynasty (c. 1945)
80112,Qing dynasty (c. 1858)
86380,Tang dynasty (618-907)
233330,Qing dynasty (c. 2013)
2583,Qing dynasty (c. 1750)
137970,Qing dynasty (c. 1858)
29408,Qing dynasty (c. 1857)
132651,Qing dynasty (c. 1858)
3446,Qing dynasty (c. 1899)
43060,Song dynasty (960-1279)
18467,Qing dynasty (1644-1912)
137976,Qing dynasty (c. 1858)
185963,Song dynasty (c. 1046)
2728,Qing dynasty (c. 1750)
46808,Qing dynasty (c. 1960)
12270,Song dynasty (960-1279)
12054,Han dynasty (206 BCE-220 CE)
35376,Tang dynasty (618-907)
32532,Tang dynasty (618-907)
2511,Qing dynasty (c. 1760)
4453,Tang dynasty (618-907)
109184,Qing dynasty (c. 1858)
50502,Qing dynasty (c. 1805)
22042,Qing dynasty (c. 1770)
29149,"Western Wei dynasty (A.D. 535–557), dated A.D. 551"
18568,Qing dynasty (1644-1912)
21284,Ming dynasty (1368-1644)
14460,Qing dynasty (1644-1912)
2344,Qing dynasty (c. 1750)
190614,n.d.
60912,Qing dynasty (1644-1912)
70115,Tang dynasty (c. 770)
200412,Qing dynasty (c. 1914)
15906,Qing dynasty (1644-1912)
5006,Qing dynasty (1644-1912)
15722,Ming dynasty (1368-1644)
182878,Qing dynasty (c. 1998)
14474,Qing dynasty (c. 1862)
8056,Qing dynasty (c. 1871)
12552,Qing dynasty (1644-1912)
8636,Qing dynasty (c. 1897)
18522,Qing dynasty (1644-1912)
233322,Qing dynasty (c. 2005)
233328,Qing dynasty (c. 2005)
12476,Yuan dynasty (1271-1368)
12086,Song dynasty (c. 1046)
27925,Tang dynasty (c. 770)
21653,Yuan dynasty (1271-1368)
23497,Han dynasty (206 BCE-220 CE)
4450,Tang dynasty (618-907)
70003,Song dynasty (c. 1115)
32631,Han dynasty (206 BCE-220 CE)
12380,Song dynasty (960-1279)
212904,Qing dynasty (c. 1994)
21296,Ming dynasty (1368-1644)
7931,Qing dynasty (c. 1721)
48991,Tang dynasty (618-907)
10522,Han dynasty (206 BCE-220 CE)
12123,Han dynasty (206 BCE-220 CE)
147008,"Northern dynasties, 6th century"
35367,Tang dynasty (618-907)
12229,Tang dynasty (618-907)
12763,Qing dynasty (1644-1912)
31955,Shang dynasty (c. 1600-1046 BCE)
22200,Tang dynasty (618-907)
82071,Qing dynasty (c. 1896)
12284,Song dynasty (960-1279)
12198,Ming dynasty (1368-1644)
150533,Qing dynasty (c. 1955)
15742,Qing dynasty (1644-1912)
2532,Qing dynasty (1644-1912)
88724,Song dynasty (960-1279)
20392,Song dynasty (960-1279)
15910,Qing dynasty (1644-1912)
147007,Han dynasty (206 BCE-220 CE)
9734,Ming dynasty (1368-1644)
233326,Qing dynasty (c. 2005)
199164,Qing dynasty (c. 1930)
12491,Early 20th century
73236,Han dynasty (206 BCE-220 CE)
11098,Qing dynasty (c. 1836)
26647,Shang dynasty (c. 1600-1046 BCE)
7967,Qing dynasty (1644-1912)
108586,Han dynasty (206 BCE-220 CE)
9613,Sui dynasty (581-618)
55906,Shang dynasty (c. 1600-1046 BCE)
12242,Tang dynasty (618-907)
12474,Song dynasty (960-1279)
36417,Qing dynasty (c. 1873)
64461,Tang dynasty (618-907)
12485,Qing dynasty (1644-1912)
7903,Qing dynasty (c. 1750)
21517,Warring States period (475-221 BCE)
12221,Ming dynasty (1368-1644)
58159,Shang dynasty (c. 1600-1046 BCE)
10489,Qing dynasty (1644-1912)
64435,Shang dynasty (c. 1600-1046 BCE)
280345,Qing dynasty (c. 2005)
14644,Yuan dynasty (1271-1368)
32945,Tang dynasty (618-907)
178888,Qing dynasty (c. 1925)
7889,Qing dynasty (c. 1780)
149681,Tang dynasty (618-907)
186784,Qing dynasty (1644-1912)
151925,Qing dynasty (c. 1993)
22732,Qing dynasty (c. 1899)
27741,Qing dynasty (c. 1925)
22574,Qing dynasty (1644-1912)
12986,Ming dynasty (1368-1644)
21366,Qing dynasty (1644-1912)
8050,Qing dynasty (c. 1861)
15988,Qing dynasty (c. 1893)
12247,Ming dynasty (1368-1644)
12483,Yuan dynasty (1271-1368)
181704,Qing dynasty (c. 1925)
15586,Qing dynasty (1644-1912)
105944,15th century
21280,Qing dynasty (1644-1912)
21644,Tang dynasty (618-907)
12945,Ming dynasty (1368-1644)
63513,Qing dynasty (c. 1925)
21289,Qing dynasty (1644-1912)
12183,Tang dynasty (618-907)
90303,Yuan dynasty (1271-1368)
65914,Warring States period (475-221 BCE)
21375,Song dynasty (c. 1115)
21363,Qing dynasty (1644-1912)
11140,Qing dynasty (c. 1831)
21531,Song dynasty (960-1279)
12099,Han dynasty (206 BCE-220 CE)
21238,Ming dynasty (1368-1644)
12634,Song dynasty (c. 1046)
21721,Song dynasty (c. 1115)
41910,Qing dynasty (1644-1912)
21187,Ming dynasty (1368-1644)
21313,Ming dynasty (1368-1644)
18014,Qing dynasty (1644-1912)
18582,Song dynasty (c. 1115)
47168,Qing dynasty (c. 1896)
7925,Qing dynasty (c. 1770)
33997,Tang dynasty (618-907)
79895,Qing dynasty (c. 1834)
3330,Song dynasty (c. 1046)
36418,Qing dynasty (c. 1874)
142531,Northern Wei dynasty (386-534)
12119,Han dynasty (206 BCE-220 CE)
21241,Ming dynasty (1368-1644)
53517,Song dynasty (960-1279)
22708,Qing dynasty (c. 1899)
73254,Tang dynasty (618-907)
111365,Qing dynasty (c. 1875)
42879,Qing dynasty (1644-1912)
21282,Ming dynasty (1368-1644)
12059,Han dynasty (206 BCE-220 CE)
2517,Qing dynasty (c. 1765)
35381,Tang dynasty (618-907)
83812,Qing dynasty (c. 1897)
60877,Qing dynasty (1644-1912)
18473,Qing dynasty (1644-1912)
49603,Tang dynasty (618-907)
8093,Qing dynasty (c. 1859)
7521,Song dynasty (c. 1046)
26882,Qing dynasty (1644-1912)
22725,Qing dynasty (c. 1899)
74965,Qing dynasty (c. 1944)
59461,Song dynasty (c. 1115)
23502,Han dynasty (206 BCE-220 CE)
73201,Shang dynasty (c. 1600-1046 BCE)
99658,Tang dynasty (618-907)
22210,Tang dynasty (618-907)
109689,Qing dynasty (c. 1874)
5918,Tang dynasty (c. 770)
28487,Tang dynasty (618-907)
14811,Tang dynasty (c. 770)
183894,Shang dynasty (c. 1600-1046 BCE)
22744,Qing dynasty (c. 1899)
12981,Ming dynasty (1368-1644)
70117,Tang dynasty (c. 770)
32492,Qing dynasty (c. 1860)
42271,Tang dynasty (618-907)
12636,Tang dynasty (c. 770)
89452,Shang dynasty (c. 1600-1046 BCE)
12622,Qing dynasty (1644-1912)
42786,Qing dynasty (1644-1912)
53544,Tang dynasty (618-907)
108598,Qing dynasty (c. 1878)
12688,Qing dynasty (c. 1927)
59464,Song dynasty (c. 1115)
23651,Qing dynasty (c. 1828)
192727,Shang dynasty (c. 1600-1046 BCE)
65902,Warring States period (475-221 BCE)
69711,Neolithic period
156446,Qing dynasty (c. 1881)
12013,Han dynasty (206 BCE-220 CE)
28106,Sui dynasty (581-618)
59448,Song dynasty (c. 1115)
11497,Qing dynasty (c. 1897)
79318,Qing dynasty (c. 1879)
21208,Ming dynasty (1368-1644)
263123,Qing dynasty (c. 2021)
28158,Ming dynasty (1368-1644)
12028,Han dynasty (206 BCE-220 CE)
28109,Tang dynasty (c. 937)
28125,Northern Wei dynasty (386-534)
12640,Tang dynasty (c. 770)
24960,Qing dynasty (c. 1924)
80882,Ming dynasty (1368-1644)
2528,Qing dynasty (c. 1765)
235667,Qing dynasty (1644-1912)
86391,Tang dynasty (c. 770)
10393,Qing dynasty (1644-1912)
14803,Han dynasty (206 BCE-220 CE)
21212,Ming dynasty (1368-1644)
21408,Ming dynasty (1368-1644)
22711,Qing dynasty (c. 1899)
21511,Song dynasty (960-1279)
12214,Ming dynasty (1368-1644)
180744,Tang dynasty (618-907)
152849,Tang dynasty (c. 937)
21418,Ming dynasty (1368-1644)
21483,Song dynasty (c. 1115)
3333,Tang dynasty (c. 770)
45464,Song dynasty (c. 1115)
11690,Tang dynasty (618-907)
30214,Tang dynasty (618-907)
15732,Qing dynasty (1644-1912)
12407,Tang dynasty (c. 907)
183277,Qing dynasty (c. 2002)
142528,Northern Wei dynasty (386-534)
27507,Ming dynasty (1368-1644)
12561,Tang dynasty (c. 907)
199163,Qing dynasty (c. 1932)
260343,Qing dynasty (c. 1750)
270889,Qing dynasty (c. 2017)
270890,Qing dynasty (c. 2017)
79315,Qing dynasty (c. 1879)
21702,Song dynasty (c. 1115)
12616,Qing dynasty (1644-1912)
14319,Qing dynasty (c. 1893)
42541,Qing dynasty (1644-1912)
12145,Tang dynasty (618-907)
79309,Qing dynasty (c. 1879)
9611,Tang dynasty (c. 770)
2508,Qing dynasty (c. 1760)
75905,Ming dynasty (1368-1644)
11125,Qing dynasty (c. 1842)
34078,Song dynasty (c. 1046)
12786,Han dynasty (206 BCE-220 CE)
12741,Qing dynasty (1644-1912)
8099,Qing dynasty (c. 1854)
20561,Qing dynasty (c. 1963)
35384,Tang dynasty (618-907)
7544,Han dynasty (206 BCE-220 CE)
21745,Sui dynasty (581-618)
76279,Yuan dynasty (1271-1368)
68830,Qing dynasty (1644-1912)
21292,Qing dynasty (1644-1912)
68715,Shang dynasty (c. 1600-1046 BCE)
79322,Qing dynasty (c. 1879)
21481,Song dynasty (960-1279)
105595,Tang dynasty (618-907)
111862,Qing dynasty (c. 1899)
192877,Qing dynasty (c. 1874)
8076,Qing dynasty (c. 1861)
109230,Shang dynasty (c. 1600-1046 BCE)
12497,Qing dynasty (1644-1912)
198345,Song dynasty (c. 1046)
37729,Tang dynasty (618-907)
133834,Qing dynasty (c. 1883)
48321,Qing dynasty (c. 1974)
16811,Qing dynasty (c. 1952)
70169,Han dynasty (206 BCE-220 CE)
21341,Tang dynasty (618-907)
12731,Qing dynasty (1644-1912)
12735,Song dynasty (960-1279)
70207,late 2nd millennium B.C.
14329,Qing dynasty (c. 1893)
8037,Qing dynasty (1644-1912)
21423,Ming dynasty (1368-1644)
7514,Tang dynasty (c. 770)
73796,Qing dynasty (c. 1894)
12359,Song dynasty (960-1279)
111366,Qing dynasty (c. 1875)
233329,Qing dynasty (c. 2005)
70093,Tang dynasty (c. 770)
22729,Qing dynasty (c. 1899)
70129,Tang dynasty (c. 770)
129758,Tang dynasty (618-907)
39534,Qing dynasty (c. 1921)
73220,Tang dynasty (c. 770)
9059,n.d.
34075,Han dynasty (206 BCE-220 CE)
21514,Song dynasty (960-1279)
15563,Qing dynasty (c. 1956)
107043,Qing dynasty (c. 1965)
22718,Qing dynasty (c. 1899)
75521,Qing dynasty (1644-1912)
8087,Qing dynasty (c. 1871)
18019,Qing dynasty (1644-1912)
12132,Han dynasty (206 BCE-220 CE)
21220,Ming dynasty (1368-1644)
47953,Tang dynasty (618-907)
69180,Neolithic period
89655,Song dynasty (960-1279)
23144,Tang dynasty (c. 770)
69810,Song dynasty (c. 1046)
12409,Song dynasty (960-1279)
51834,Han dynasty (206 BCE-220 CE)
91085,Yuan dynasty (1271-1368)
22722,Qing dynasty (c. 1899)
7896,Qing dynasty (1644-1912)
28112,Yuan dynasty (1271-1368)
21555,Song dynasty (c. 1115)
69688,Neolithic period
70167,Han dynasty (206 BCE-220 CE)
79313,Qing dynasty (c. 1879)
5410,Tang dynasty (c. 770)
12065,Han dynasty (206 BCE-220 CE)
51432,Song dynasty (960-1279)
69801,Song dynasty (c. 1046)
21266,Ming dynasty (1368-1644)
58282,Qing dynasty (c. 1971)
86423,Song dynasty (c. 1046)
18013,Ming dynasty (1368-1644)
37423,Song dynasty (c. 1046)
15726,Ming dynasty (1368-1644)
23667,Qing dynasty (c. 1862)
79311,Qing dynasty (c. 1879)
92910,Song dynasty (c. 1046)
93923,Ming dynasty (1368-1644)
47961,Song dynasty (960-1279)
42566,Qing dynasty (1644-1912)
259167,Qing dynasty (c. 1885)
22771,Qing dynasty (c. 1897)
45939,Qing dynasty (c. 1942)
8073,Qing dynasty (c. 1861)
8081,Qing dynasty (c. 1857)
104483,Song dynasty (960-1279)
84711,Ming dynasty (1368-1644)
40922,Qing dynasty (c. 1962)
45806,Qing dynasty (c. 1934)
79505,Qing dynasty (1644-1912)
70256,Qing dynasty (c. 1894)
80916,Han dynasty (206 BCE-220 CE)
21325,Ming dynasty (1368-1644)
75916,Ming dynasty (1368-1644)
25226,Han dynasty (206 BCE-220 CE)
32538,Han dynasty (206 BCE-220 CE)
144967,Tang dynasty (c. 770)
21307,Qing dynasty (1644-1912)
21310,Ming dynasty (1368-1644)
86420,Song dynasty (c. 1046)
109236,Qing dynasty (c. 1897)
42185,Yuan dynasty (1271-1368)
86757,Tang dynasty (618-907)
37725,Tang dynasty (618-907)
21467,Song dynasty (c. 1115)
22740,Qing dynasty (c. 1899)
183455,Unknown
51825,Han dynasty (206 BCE-220 CE)
18454,Qing dynasty (1644-1912)
21496,Tang dynasty (618-907)
68041,Ming dynasty (1368-1644)
117330,Tang dynasty (618-907)
15748,Qing dynasty (1644-1912)
21701,Song dynasty (c. 1115)
195396,Yuan dynasty (1271-1368)
28163,Tang dynasty (618-907)
22113,Qing dynasty (1644-1912)
51423,Song dynasty (c. 1115)
55836,Han dynasty (206 BCE-220 CE)
2716,Qing dynasty (c. 1750)
21712,Tang dynasty (618-907)
70763,Tang dynasty (c. 770)
68711,Qing dynasty (1644-1912)
12529,Ming dynasty (1368-1644)
69172,Han dynasty (206 BCE-220 CE)
5003,Qing dynasty (1644-1912)
22737,Qing dynasty (c. 1899)
9624,Qing dynasty (c. 1857)
12794,Han dynasty (206 BCE-220 CE)
18007,Qing dynasty (1644-1912)
34873,Song dynasty (c. 1046)
18235,Qing dynasty (1644-1912)
71199,Qing dynasty (1644-1912)
109185,Qing dynasty (c. 1858)
139488,Qing dynasty (c. 1894)
139593,Qing dynasty (c. 1897)
137971,Qing dynasty (c. 1857)
259168,Qing dynasty (c. 1884)
259170,Qing dynasty (c. 1875)
132148,Song dynasty (c. 1115)
70392,Tang dynasty (c. 770)
142529,Northern Wei dynasty (386-534)
2525,Qing dynasty (c. 1760)
21295,Ming dynasty (1368-1644)
21772,Tang dynasty (618-907)
28444,Tang dynasty (c. 770)
12602,Qing dynasty (1644-1912)
14335,Qing dynasty (c. 1893)
26091,Tang dynasty (618-907)
86744,Tang dynasty (618-907)
53282,Tang dynasty (618-907)
58180,Qing dynasty (1644-1912)
83154,Song dynasty (c. 1115)
133709,Han dynasty (206 BCE-220 CE)
21658,Ming dynasty (1368-1644)
22068,Qing dynasty (1644-1912)
14276,Qing dynasty (1644-1912)
16397,Song dynasty (c. 1046)
79470,Qing dynasty (c. 1889)
263669,Qing dynasty (c. 1970)
263943,Qing dynasty (c. 2004)
69827,Song dynasty (c. 1046)
6580,Qing dynasty (c. 1848)
14326,Qing dynasty (c. 1893)
33964,Tang dynasty (618-907)
25230,Ming dynasty (1368-1644)
21698,Song dynasty (960-1279)
89468,Tang dynasty (618-907)
82294,"Erlitou period, 1st half of 2nd millennium B.C."
14331,Qing dynasty (c. 1893)
12352,Song dynasty (960-1279)
80912,Ming dynasty (1368-1644)
70091,Tang dynasty (c. 770)
46261,Tang dynasty (618-907)
69959,Han dynasty (206 BCE-220 CE)
80721,Qing dynasty (c. 1861)
12588,Qing dynasty (1644-1912)
14314,Qing dynasty (c. 1894)
21508,Song dynasty (960-1279)
80777,Tang dynasty (618-907)
80879,Qing dynasty (c. 1888)
21319,Ming dynasty (1368-1644)
12344,Song dynasty (960-1279)
84370,Qing dynasty (c. 1906)
52949,Tang dynasty (618-907)
21286,Qing dynasty (1644-1912)
92911,Song dynasty (c. 1046)
142530,Northern Wei dynasty (386-534)
14323,Qing dynasty (c. 1893)
12514,Ming dynasty (1368-1644)
75361,Ming dynasty (1368-1644)
199165,Qing dynasty (c. 1930)
79336,Qing dynasty (c. 1882)
39774,Qing dynasty (1644-1912)
69770,Song dynasty (c. 1046)
42390,Qing dynasty (1644-1912)
12470,Ming dynasty (1368-1644)
86747,Han dynasty (206 BCE-220 CE)
86599,Han dynasty (206 BCE-220 CE)
259158,Qing dynasty (c. 1875)
259169,Qing dynasty (c. 1870)
259178,Qing dynasty (c. 1885)
6775,Qing dynasty (1644-1912)
14809,Qing dynasty (1644-1912)
105530,Song dynasty (c. 1115)
21251,Ming dynasty (1368-1644)
109223,Shang dynasty (c. 1600-1046 BCE)
22715,Qing dynasty (c. 1899)
70095,Tang dynasty (c. 770)
110866,Han dynasty (206 BCE-220 CE)
12721,Qing dynasty (1644-1912)
12346,Qing dynasty (1644-1912)
80904,Ming dynasty (1368-1644)
37716,Han dynasty (206 BCE-220 CE)
63392,Qing dynasty (c. 1855)
21594,Ming dynasty (1368-1644)
193827,Qing dynasty (c. 1894)
13033,n.d.
14852,Han dynasty (206 BCE-220 CE)
105494,Qing dynasty (c. 1855)
55821,Tang dynasty (c. 770)
180536,Han dynasty (206 BCE-220 CE)
53532,Song dynasty (960-1279)
21203,Qing dynasty (1644-1912)
12537,Ming dynasty (1368-1644)
21678,Song dynasty (960-1279)
21734,Tang dynasty (618-907)
33933,Ming dynasty (1368-1644)
2606,Qing dynasty (c. 1745)
70088,Tang dynasty (c. 770)
12241,Qing dynasty (c. 1898)
87714,Song dynasty (960-1279)
200630,Qing dynasty (c. 1925)
17996,Qing dynasty (1644-1912)
147031,Ming dynasty (1368-1644)
21346,Qing dynasty (1644-1912)
28128,Tang dynasty (c. 907)
221163,Qing dynasty (1644-1912)
11435,Qing dynasty (1644-1912)
11091,Sui dynasty (581-618)
22735,Qing dynasty (c. 1899)
35364,Tang dynasty (618-907)
21413,Ming dynasty (1368-1644)
80898,Song dynasty (c. 1115)
79332,Qing dynasty (c. 1882)
79459,Qing dynasty (c. 1888)
111081,Qing dynasty (c. 1901)
21499,Song dynasty (c. 1115)
86415,Han dynasty (206 BCE-220 CE)
117775,Qing dynasty (1644-1912)
8209,Ming dynasty (1368-1644)
7788,Qing dynasty (c. 1785)
42187,Yuan dynasty (1271-1368)
33098,Neolithic period
12679,Qing dynasty (1644-1912)
21254,Qing dynasty (1644-1912)
70757,Tang dynasty (c. 770)
42215,Song dynasty (c. 1115)
21312,Qing dynasty (1644-1912)
36419,Qing dynasty (c. 1873)
58053,Qing dynasty (1644-1912)
69683,Neolithic period
69700,Neolithic period
68980,Neolithic period
86754,Tang dynasty (618-907)
72589,Qing dynasty (1644-1912)
21558,Song dynasty (960-1279)
260222,Qing dynasty (c. 1875)
260223,Qing dynasty (c. 1875)
259162,Qing dynasty (c. 1878)
259174,Qing dynasty (c. 1875)
55926,Qing dynasty (c. 1970)
42806,Song dynasty (960-1279)
33942,Han dynasty (206 BCE-220 CE)
15737,Qing dynasty (1644-1912)
12663,Qing dynasty (1644-1912)
56142,Tang dynasty (618-907)
138456,Qing dynasty (c. 1880)
12069,Han dynasty (206 BCE-220 CE)
60878,Qing dynasty (1644-1912)
79347,Qing dynasty (c. 1883)
81842,Qing dynasty (1644-1912)
12236,Tang dynasty (618-907)
68978,Neolithic period
79249,Qing dynasty (c. 1866)
12305,Song dynasty (960-1279)
11151,"Eastern or Western Wei dynasty, c. mid–5th century (rededicated 594)"
45804,Qing dynasty (c. 1940)
11999,Qing dynasty (c. 1846)
41426,Ming dynasty (1368-1644)
79317,Qing dynasty (c. 1879)
21681,Song dynasty (960-1279)
73256,Song dynasty (960-1279)
80887,Ming dynasty (1368-1644)
69937,Han dynasty (206 BCE-220 CE)
81954,Qing dynasty (c. 1925)
33936,Han dynasty (206 BCE-220 CE)
27669,Qing dynasty (c. 1893)
182864,Qing dynasty (c. 1998)
2481,Qing dynasty (c. 1780)
65922,Tang dynasty (618-907)
183893,Shang dynasty (c. 1600-1046 BCE)
21887,Song dynasty (c. 1115)
22212,Tang dynasty (618-907)
182783,Qing dynasty (c. 1998)
14280,Qing dynasty (1644-1912)
82164,n.d.
186745,Qing dynasty (c. 1945)
54714,Qing dynasty (c. 1924)
3585,Qing dynasty (c. 1787)
12696,Qing dynasty (1644-1912)
103303,Tang dynasty (618-907)
150152,Qing dynasty (1644-1912)
7832,Qing dynasty (c. 1750)
89836,Ming dynasty (1368-1644)
105591,Ming dynasty (1368-1644)
79223,Qing dynasty (c. 1866)
187047,Qing dynasty (1644-1912)
69605,Neolithic period
69708,Neolithic period
79453,Qing dynasty (c. 1888)
79362,Qing dynasty (c. 1885)
70164,Han dynasty (206 BCE-220 CE)
68989,Neolithic period
65889,Song dynasty (c. 1115)
13836,Ming dynasty (1368-1644)
59752,Qing dynasty (c. 1896)
21180,Ming dynasty (1368-1644)
151599,Qing dynasty (1644-1912)
69019,Han dynasty (206 BCE-220 CE)
70059,Tang dynasty (c. 770)
276595,Qing dynasty (c. 1947)
47283,Qing dynasty (1644-1912)
277820,Qing dynasty (c. 1700)
259161,Qing dynasty (c. 1875)
259163,Qing dynasty (c. 1878)
259164,Qing dynasty (c. 1875)
259165,Qing dynasty (c. 1875)
259166,Qing dynasty (c. 1870)
259172,Qing dynasty (c. 1878)
259175,Qing dynasty (c. 1873)
259176,Qing dynasty (c. 1890)
259177,Qing dynasty (c. 1876)
259173,Qing dynasty (c. 1874)
75310,Han dynasty (206 BCE-220 CE)
105937,Han dynasty (206 BCE-220 CE)
21521,Song dynasty (960-1279)
37722,Tang dynasty (618-907)
21549,Song dynasty (c. 1115)
70045,Tang dynasty (c. 770)
70330,Tang dynasty (c. 770)
22671,Qing dynasty (c. 1899)
21585,Song dynasty (960-1279)
21591,Song dynasty (960-1279)
8064,Qing dynasty (c. 1878)
69638,Neolithic period
69744,Neolithic period
117554,Song dynasty (960-1279)
17305,Qing dynasty (1644-1912)
20435,Qing dynasty (c. 1893)
73230,Song dynasty (960-1279)
75903,Sui dynasty (581-618)
186741,Qing dynasty (c. 1945)
233321,Qing dynasty (c. 2008)
36691,Qing dynasty (1644-1912)
111140,Tang dynasty (618-907)
21274,Ming dynasty (1368-1644)
21397,Han dynasty (206 BCE-220 CE)
76243,Song dynasty (960-1279)
32539,Tang dynasty (618-907)
21252,Qing dynasty (c. 1855)
21692,Song dynasty (960-1279)
70205,Tang dynasty (c. 770)
68697,Shang dynasty (c. 1600-1046 BCE)
5833,Qing dynasty (1644-1912)
75946,Tang dynasty (618-907)
152839,Ming dynasty (1368-1644)
182989,Qing dynasty (c. 1998)
186728,Qing dynasty (c. 1945)
78836,Qing dynasty (c. 1923)
139230,Qing dynasty (c. 1944)
58156,Song dynasty (c. 1046)
8084,Qing dynasty (c. 1865)
106598,Qing dynasty (c. 1889)
12748,Qing dynasty (1644-1912)
25999,Qing dynasty (1644-1912)
182862,Qing dynasty (c. 1998)
48982,Tang dynasty (618-907)
31935,Tang dynasty (618-907)
71015,Yuan dynasty (1271-1368)
76275,Yuan dynasty (1271-1368)
73239,Song dynasty (960-1279)
68731,Shang dynasty (c. 1600-1046 BCE)
236098,Ming dynasty (1368-1644)
58340,Qing dynasty (c. 1952)
86750,Sui dynasty (581-618)
70191,Tang dynasty (c. 770)
158104,Song dynasty (960-1279)
186735,Qing dynasty (c. 1945)
49817,Qing dynasty (c. 1855)
42386,Qing dynasty (1644-1912)
69572,Song dynasty (c. 1046)
180532,Han dynasty (206 BCE-220 CE)
10495,Qing dynasty (1644-1912)
111367,Qing dynasty (c. 1875)
42112,Qing dynasty (1644-1912)
259159,Qing dynasty (c. 1877)
259160,Qing dynasty (c. 1875)
279375,Qing dynasty (c. 1874)
21629,Tang dynasty (c. 907)
9819,Qing dynasty (1644-1912)
12077,Han dynasty (206 BCE-220 CE)
79492,Qing dynasty (c. 1889)
21518,Song dynasty (960-1279)
33945,Tang dynasty (618-907)
86418,Han dynasty (206 BCE-220 CE)
68868,Shang dynasty (c. 1600-1046 BCE)
120578,Shang dynasty (c. 1600-1046 BCE)
72791,Qing dynasty (1644-1912)
36825,Qing dynasty (c. 1899)
21632,Song dynasty (c. 1115)
11094,Sui dynasty (581-618)
69506,Han dynasty (206 BCE-220 CE)
86491,Tang dynasty (c. 770)
22490,Tang dynasty (c. 770)
7791,Qing dynasty (c. 1775)
12248,Qing dynasty (c. 1879)
8986,19th century
129408,Qing dynasty (c. 1885)
16393,Shang dynasty (c. 1600-1046 BCE)
56801,Qing dynasty (1644-1912)
58900,Song dynasty (960-1279)
159683,Song dynasty (960-1279)
7419,Qing dynasty (c. 1828)
83673,Qing dynasty (c. 1922)
3588,Qing dynasty (c. 1787)
42213,Song dynasty (c. 1115)
21604,Song dynasty (960-1279)
69812,Song dynasty (c. 1046)
13455,Ming dynasty (1368-1644)
86661,Han dynasty (206 BCE-220 CE)
62536,Ming dynasty (1368-1644)
45668,Qing dynasty (c. 1850)
20434,Qing dynasty (c. 1899)
21430,Han dynasty (206 BCE-220 CE)
23500,Shang dynasty (c. 1600-1046 BCE)
43097,Han dynasty (206 BCE-220 CE)
69931,Han dynasty (206 BCE-220 CE)
180135,Tang dynasty (c. 770)
182865,Qing dynasty (c. 1998)
40558,Ming dynasty (1368-1644)
65904,Warring States period (475-221 BCE)
153627,Song dynasty (960-1279)
79326,Qing dynasty (c. 1879)
117596,Qing dynasty (c. 1826)
79507,Ming dynasty (1368-1644)
75317,Ming dynasty (1368-1644)
84123,Ming dynasty (1368-1644)
150406,Ming dynasty (1368-1644)
42195,Song dynasty (960-1279)
53535,Song dynasty (960-1279)
69752,Neolithic period
21683,Song dynasty (960-1279)
21125,Qing dynasty (1644-1912)
20635,Qing dynasty (1644-1912)
193002,Yuan dynasty (1271-1368)
7782,Qing dynasty (c. 1784)
12509,Qing dynasty (1644-1912)
28161,Han dynasty (206 BCE-220 CE)
12896,Qing dynasty (c. 1835)
12672,Qing dynasty (1644-1912)
70006,Tang dynasty (c. 907)
69008,Han dynasty (206 BCE-220 CE)
80239,Qing dynasty (c. 1651)
61041,Qing dynasty (c. 1857)
42440,Qing dynasty (1644-1912)
17459,Song dynasty (c. 1115)
64836,Qing dynasty (1644-1912)
147469,Qing dynasty (c. 1949)
2514,Qing dynasty (c. 1760)
68754,Shang dynasty (c. 1600-1046 BCE)
70680,Han dynasty (206 BCE-220 CE)
25640,Qing dynasty (1644-1912)
12317,Qing dynasty (1644-1912)
11703,18th/19th century
22899,Qing dynasty (c. 1834)
22865,Qing dynasty (c. 1721)
80914,Ming dynasty (1368-1644)
83677,Qing dynasty (c. 1923)
49798,n.d.
31202,Qing dynasty (1644-1912)
26953,Ming dynasty (1368-1644)
55213,Shang dynasty (c. 1600-1046 BCE)
53194,Tang dynasty (618-907)
22075,Qing dynasty (1644-1912)
131979,Qing dynasty (c. 1867)
186751,Qing dynasty (c. 1945)
80377,Tang dynasty (618-907)
35957,Qing dynasty (1644-1912)
109503,Qing dynasty (c. 1861)
57654,Han dynasty (206 BCE-220 CE)
62583,Tang dynasty (c. 770)
36798,Qing dynasty (c. 1922)
17244,Qing dynasty (c. 1896)
