object_id,aligned_material
69625,Jade
202971,Bronze
11032,Ivory
7816,Porcelain
42417,Porcelain
41882,Porcelain
69312,Jade
70606,Jade
73224,Bronze
195401,Stoneware
121835,Paper
53523,Stoneware
68944,Jade
84100,Ink
79494,Paper
58048,Cotton
22195,Stoneware
68820,Jade
41865,Bronze
21024,Bronze
58283,Stoneware
68831,Jade
182994,Wood
21562,Stoneware
68986,Jade
180724,Wood
89509,Paper
42096,Porcelain
68675,Jade
70663,Jade
117730,Paper
69285,Jade
158222,Ivory
193326,Ink
42242,Stoneware
21754,Porcelain
7811,Porcelain
75930,Earthenware
69853,Jade
68677,Jade
69565,Jade
87653,Gold
7805,Porcelain
193018,Stoneware
79513,Ivory
186739,Ivory
86658,Bronze
21650,Stoneware
65909,Wood
65911,Wood
69331,Jade
276594,Silver
241446,Silver
27466,Paper
96627,Silk
68695,Jade
193049,Stoneware
126179,Ivory
28594,Paper
46423,Ink
107912,Jade
130660,Earthenware
49919,Ivory
106616,Ivory
39380,Paper
69970,Jade
24098,Bronze
44196,Paper
21431,Earthenware
8402,Brass
79406,Ivory
42555,Porcelain
183393,Cotton
202975,Bronze
60945,Gold
49153,Ivory
,Unknown
911874,Ink
61658,Wood
448663,Stone
764091,Gold
551786,Ink
729644,
472562,Silver
900001,Glass
503651,Ivory
42188,Nephrite
207247,Porcelain
78191,Brass
329077,Copper
42733,Bronze
53660,Ink
310453,Copper
437422,Oil
764095,Gold
206965,Bronze
317877,Brass
459027,Wood
459028,Wood
544320,Limestone
53162,Wood
200668,Marble
544740,Limestone
39901,Ink
53176,Gold
435848,Wood
42515,Porcelain
205883,Stoneware
816189,Ink
776714,Ink
824771,
436102,Wood
707476,Porcelain
53190,Gold
192770,Marble
53222,Ink
438821,Oil
203842,
437261,Wood
460281,Silver
194191,Copper
38006,Gold
452102,Ceramic
49068,Silk
207157,Porcelain
237451,Porcelain
137808,Wood
136877,Ceramic
135914,Albumen
135810,Ceramic
135666,Cotton
135622,Silver
135613,Silver
135354,
135206,Cotton
134589,
134458,Acrylic
134443,Oil
134229,Ceramic
60812,Cardboard
57306,Bronze
56238,Oil
55803,
52959,Bronze
51102,Silver
40352,
38924,Silver
37489,Silver
37279,Limestone
33643,
33564,Oil
33539,Bronze
32473,Shell
32221,Ceramic
29551,Stone
23744,Stone
22247,Oil
14878,Pastel
14756,Paper
10056,
8898,
137492,Gouache
137483,Gouache
137477,Gouache
137427,
137169,Brass
137157,
137156,Silver
137152,Silver
136896,Cotton
135904,Gold
135887,Oil
135811,Ceramic
135798,Ceramic
135691,Ceramic
135671,
135610,Silver
135609,Silver
135550,Watercolor
135379,Ink
135367,Watercolor
134595,Oil
134170,Ink
133910,Ceramic
102729,Cotton
73907,Cotton
60769,Linen
58857,
57758,
57716,
55813,Acrylic
54926,Ceramic
54821,Silver
47645,Chromogenic
47566,Ceramic
46033,Ceramic
45401,Oil
45237,Oil
40020,Chromogenic
37441,Ceramic
33230,Ceramic
32983,Oil
32872,Wood
32381,Oil
32255,Ink
31852,Oil
31464,Bronze
29713,Bronze
23888,Clay
15336,Wood
8161,Ink
137698,
137260,Silk
137162,Silver
137149,Wood
136885,Silver
136880,Granite
135975,Ceramic
135872,Glass
135796,Ceramic
135759,Watercolor
135674,Silver
135664,Acrylic
135660,Silver
135632,Silver
135201,Silver
134740,
134439,Wood
58878,Linen
58869,Silver
58068,Chromogenic
57720,Wood
44648,Oil
42352,Oil
39108,Ink
32890,Earthenware
31803,Bronze
31420,Wood
29134,Brass
22494,Ceramic
20821,Wood
19912,
17473,
13871,
9790,Watercolor
9449,Pastel
137406,Wood
137291,Ink
137264,Iron
136912,
135921,Watercolor
135888,Silver
135683,Copper
135589,
135554,
135549,Paper
135185,
134737,Stone
134554,Pastel
134191,
134165,Oil
134164,Oil
129689,Silver
61090,Cotton
61041,Acrylic
60584,Ink
56302,
39164,Ceramic
35195,Clay
33737,Ink
32861,Watercolor
32398,Oil
32269,Stone
31482,
29435,Gold
21079,Limestone
18597,Silver
18583,Tempera
16210,Gouache
12950,Wood
9231,
8894,Wood
137460,Stone
137407,Brass
137348,Cotton
137249,Ink
136905,Oil
136900,Linen
136891,Stoneware
136792,Oil
135889,Silver
135817,Ceramic
135814,Ceramic
135728,Silver
135696,Ceramic
135643,Acrylic
135637,Oil
135624,Chromogenic
135618,Silver
135587,Silver
135521,Paper
135244,Silver
134682,Wood
134355,
133913,Glass
60811,Cardboard
58888,
58884,
58858,
57754,
55939,
55163,Watercolor
51098,Wood
45518,Oil
42370,Marble
37626,Oil
36886,Gold
32898,Oil
32714,Ceramic
32245,Oil
31653,Ink
30620,Oil
28330,Oil
22540,Ceramic
16650,Silver
8146,Bronze
6858,
137284,Ink
52886,Silver
135715,Watercolor
137282,Ink
135653,Oil
135640,
137297,Ink
136920,Wood
135642,
137290,Ink
135639,
137410,Ink
137365,
137344,
135964,
135815,Ceramic
135561,Ceramic
135290,Acrylic
45692,Oil
23368,Ceramic
137366,
135869,
135559,Ink
135313,
135306,
135231,Marble
37985,Wood
25246,Paper
13563,Paper
137677,
135308,
135289,
137428,
137287,Ink
135520,Wood
135312,
135303,Wood
134167,Copper
24961,Wood
135311,
137435,Wood
137275,Ink
137296,Ink
145721,
145719,Watercolor
145718,Pastel
145716,Pastel
145714,Pastel
145710,Watercolor
145703,Watercolor
145675,Oil
145612,
145378,
145376,Watercolor
145346,
145309,Terracotta
145273,Watercolor
145270,Watercolor
145269,Watercolor
145266,Watercolor
145221,
145220,Gold
145215,
145214,
145211,
145210,
145207,
145206,
145180,Ink
145178,Ink
145174,Ink
145169,Porcelain
145166,
145163,
145160,
145158,
145157,
145153,
145148,
145137,
145136,
145133,
145070,Albumen
145052,Chromogenic
145032,Pastel
145030,
145020,Silver
145016,Ink
144953,Silver
144944,
144937,
144931,
144927,
144926,
144918,
144891,Oil
144890,Oil
144885,Oil
144884,Oil
144882,Oil
144878,Oil
144874,Oil
144849,Marble
144818,
144811,Silver
144801,Watercolor
144797,Watercolor
144796,Watercolor
144794,Watercolor
144785,
144783,
144743,Ceramic
144736,Ink
144722,Stoneware
144721,Stoneware
144720,Stoneware
144718,Earthenware
144717,Earthenware
144714,Earthenware
144551,
144371,Watercolor
144369,Paper
144364,Ink
144362,Ink
144289,
144288,Silver
144254,Copper
144251,
144249,
144247,
144216,Silver
144215,Silver
144015,Silver
143999,Silver
143923,Silver
143921,Silver
143916,Silver
143911,Silver
143909,Silver
143904,Silver
143892,Silver
143816,Silver
143810,Silver
143709,Silver
143707,Silver
143696,Silver
143695,Silver
143686,Silver
143676,Silver
143672,Silver
143433,Chromogenic
143429,Chromogenic
143427,Chromogenic
143423,Gouache
143422,Oil
142946,
142942,
142940,
142928,Silver
142926,Silver
142922,Albumen
142918,Silver
142914,Silver
142911,Chromogenic
142906,Silver
142905,Silver
142890,Oil
142843,Paper
142835,Tempera
142832,Oil
142805,Ceramic
142789,Ceramic
142772,Linen
142765,Silk
142759,Silk
142755,Silk
142754,Silk
142751,Silk
142677,Cotton
142673,Stoneware
142568,Oil
142514,Chromogenic
142513,Chromogenic
142510,Chromogenic
142506,Wood
142497,Silver
142492,Silver
142482,Stoneware
142481,
142477,Albumen
142436,Glass
142421,Watercolor
142408,Cotton
142269,Watercolor
142268,Watercolor
142265,Watercolor
142264,Ink
142234,Albumen
142150,Stoneware
142148,Cotton
142144,Cotton
142112,Ink
142110,Ink
142081,Ink
142075,Ink
142069,Ink
142066,Ink
142051,Silver
142037,
142033,Silver
142032,Silver
142031,Silver
142005,Ceramic
142002,Ceramic
142001,Ceramic
142000,Ceramic
141989,Ceramic
141960,Ceramic
141956,Ink
141948,Ink
141933,Ink
141930,Ink
141929,Ink
141928,Ink
141922,Ink
141919,Ink
141918,Ink
141915,Ceramic
141913,Ink
141912,Silver
141861,Ink
141857,Albumen
141855,Albumen
141854,Albumen
141853,Albumen
141850,Chromogenic
141843,Silver
141835,Silver
141833,Silver
141831,Silver
141821,Silver
141810,Silver
141809,Silver
141807,Silver
141806,Silver
141804,Silver
141803,Silver
141792,
141785,Silver
141747,Silk
141742,Watercolor
141741,Ink
141738,Ink
141732,Ink
141729,Ink
141725,Ink
141716,Ink
141715,Ink
141713,Ink
141709,Ink
141688,Ink
141686,Ink
141684,Ink
141653,
141652,Watercolor
141594,Ink
141586,Bronze
141517,Cotton
141514,Jadeite
141512,Ceramic
141510,Ceramic
141189,Brass
141165,Ivory
141163,Wood
141159,Chromogenic
141137,Silver
141136,Silver
141123,Wood
141114,Oil
141108,Silver
141103,Chromogenic
141099,Chromogenic
141087,Porcelain
141075,Chromogenic
141072,
141061,Oil
141048,Ceramic
141042,Silver
141040,Silver
141033,Silver
141032,Silver
141030,Silver
141012,
141010,Silver
141007,Silver
141006,Wood
140974,Ceramic
140964,Wool
140959,Wool
140943,Glass
140942,Glass
140941,Bronze
140940,Glass
140931,Glass
140926,Glass
140887,Gold
140867,Watercolor
140862,Bronze
140849,
140841,
140835,
140818,
140817,
140815,
140814,
140807,
140804,
140803,
140795,
140789,
140788,
140784,
140781,
140770,
140765,
140763,
140749,
140748,
140745,
140731,Wood
140727,Wood
140723,Wood
140714,
140711,
140709,
140708,
140706,
140705,
140704,
140703,
140698,Ceramic
140695,Ceramic
140633,Silver
140623,
140621,
140620,
140619,
140571,Silver
140570,Albumen
140501,Clay
140466,Ceramic
140452,Ceramic
140451,Ceramic
140440,Ceramic
140428,Silver
140427,
140383,Silver
140380,
140314,Watercolor
140313,Stoneware
140307,Wood
140296,
140278,Stone
140263,Ink
140249,Silver
140219,Silver
140216,Brass
140214,Porcelain
140209,Ceramic
140133,
140132,
140107,Cotton
140077,Oil
138664,Silver
138646,
138645,
138613,Silver
138592,
138591,Wood
138585,Silver
138582,Silver
138543,Silver
138542,Silver
138525,Ink
138493,Linen
138429,Ink
138420,Wood
138414,Ceramic
138411,Ceramic
138407,Ceramic
138405,Ceramic
138403,Ceramic
138393,Ceramic
138389,Ceramic
138388,Ceramic
138383,Ceramic
138371,
138361,Acrylic
138358,Porcelain
138351,Ink
138315,Silver
138309,Glass
138308,
138251,Cotton
138247,Copper
138235,
138214,
138208,Cotton
138202,
138188,
138183,Wood
138154,
138150,Stone
138122,Porcelain
137873,Ink
137868,Silver
137867,Silver
137862,Ink
137851,Tempera
137843,Wood
137822,Silver
137820,Chromogenic
137812,Silver
137810,Silver
137803,Ink
137802,Ink
137801,Ink
137791,Silver
137778,Silver
137776,Ink
137745,Paper
137736,
137726,Ink
137725,Ink
137722,Oil
137710,Watercolor
137702,
137700,Silver
137694,Ceramic
137691,Textile
137687,Stone
137673,Gouache
137671,Gouache
137659,Gouache
137648,Gouache
137645,Gouache
137640,Gouache
137639,Gouache
137626,Gouache
137624,Gouache
137607,Gouache
137605,Gouache
137599,Gouache
137595,Gouache
137593,Gouache
137592,Gouache
137589,Gouache
137587,Gouache
137584,Gouache
137581,Gouache
137576,Gouache
137575,Gouache
137572,Gouache
137571,Gouache
137562,Gouache
137561,Gouache
137559,Gouache
137551,Gouache
137545,Gouache
137543,Gouache
137529,Gouache
137524,Gouache
137523,Gouache
137515,Gouache
137506,Gouache
137491,Gouache
137482,Gouache
137480,Gouache
137475,Ceramic
137474,Ceramic
137469,Ceramic
137462,Ceramic
137455,Ceramic
137351,Acrylic
137349,Cotton
137193,Silver
136907,Stone
136904,Ink
136882,Paper
135970,Silk
135963,Stoneware
135917,Silver
135897,
135870,Silver
135838,Oil
135828,Oil
135812,Ceramic
135805,Ceramic
135803,Ceramic
135795,Ceramic
135784,Earthenware
135778,
135771,Ink
135765,Ink
135764,Watercolor
135758,Watercolor
135753,Watercolor
135752,Watercolor
135751,Watercolor
135745,
135727,Silver
135726,Silver
135709,Ceramic
135690,Ceramic
135677,Silver
135655,
135626,Silver
135625,Silver
135611,Silver
135591,Wood
135585,Silk
135567,Silver
135519,Oil
135517,Unknown
135515,Unknown
135512,Unknown
135508,Unknown
135503,Unknown
135499,Unknown
135497,Unknown
135496,Unknown
135492,Unknown
135484,Unknown
135482,Unknown
135477,Unknown
135476,Unknown
135471,Unknown
135469,Unknown
135468,Unknown
135466,Unknown
135465,Unknown
135464,Unknown
135463,Unknown
135459,Unknown
135458,Unknown
135455,Unknown
135447,Unknown
135444,Unknown
135439,Unknown
135437,Unknown
135426,Unknown
135422,Cotton
135401,Ink
135395,Ink
135390,Ink
135388,Ink
135380,Ink
135378,Ink
135377,Ink
135362,Ink
135359,Silver
135336,Albumen
135280,Watercolor
135274,
135271,Ink
135265,Oil
135261,
135229,Silver
135225,Silver
135216,Silver
135211,Paper
135210,
135208,
135197,Tempera
135164,Cotton
135118,Silver
135114,Silver
134926,Terracotta
134922,Terracotta
134742,Ceramic
134731,Stone
134709,Bamboo
134702,Ceramic
134650,Oil
134641,Oil
134640,Oil
134639,Oil
134638,Oil
134614,Oil
134609,Oil
134591,
134588,Wool
134570,Chromogenic
134569,Chromogenic
134568,Chromogenic
134564,Albumen
134561,Albumen
134551,
134538,
134537,Gold
134502,Silver
134501,Silver
134497,Silver
134495,Silver
134482,Silver
134481,Silver
134475,Watercolor
134473,
134468,
134467,Gold
134464,Silver
134444,Watercolor
134441,Silver
134435,Silver
134400,
134398,
134393,Glass
134390,Glass
134322,Linen
134321,Ink
134187,Oil
134181,
134176,
134175,
134163,Oil
134148,Watercolor
134138,
134108,
134089,
134084,Wood
134078,Ink
134071,Ink
134067,Wood
134049,Ink
134048,Wood
134043,Ink
134041,Ink
134040,Ink
134036,Ink
134034,Ink
134004,Silver
134000,Silver
133999,Silver
133997,
133986,
133969,Ink
133968,Ink
133967,Ink
133960,Ink
133947,
133943,Ceramic
133937,Ceramic
133936,Ceramic
133930,Gold
133928,Ink
133919,Ink
133916,
133911,Ceramic
133906,
133905,Oil
133904,Oil
133898,Ink
133887,Iron
133372,Textile
133369,Ceramic
133365,Ink
133246,Silver
133230,Acrylic
133226,
132803,Silver
132802,Silver
132800,Silver
132361,Glass
131983,
131980,Silver
131632,Oil
131438,Wood
130334,
130324,Silver
130322,Ink
130314,Silver
130312,Silver
130306,Silver
130278,Silver
130146,Chromogenic
129905,
129894,Silver
129893,Silver
129892,Silver
129891,Silver
129886,Silver
129881,Silver
129880,Silver
129875,Silver
129866,Silver
129854,Silver
129852,Silver
129816,
129808,
129802,
129801,
129742,Chromogenic
129739,Albumen
129728,Albumen
129699,Silver
129693,Silver
129679,Silver
129621,Silver
129618,Silver
129611,Silver
129608,Silver
129602,
129601,
129598,
129581,
129563,Silver
129558,Wood
129555,Silk
129549,Silk
129533,Ink
129529,Ink
129522,Ink
129521,Ink
129509,Silver
129503,Wood
129429,
129376,
129335,
129319,
129316,
129258,
128827,Ceramic
128825,Ceramic
128821,Ceramic
128806,
128802,Paper
128798,Paper
128789,
128788,
128735,Ink
128733,Ink
128728,Ink
128723,Ink
128720,Ink
128703,Silver
128701,Silver
128698,Silver
128696,Silver
128695,Silver
128686,Silver
128671,Silver
128669,Silver
128666,Silver
128660,Chromogenic
128659,Silver
128658,Silver
128655,Silver
128654,Silver
128651,Silver
128647,Silver
128593,Ink
128588,Bronze
128571,Ink
128567,Silver
128553,Silver
128543,Silver
128497,
128456,Silver
128414,Unknown
128407,Silver
128405,Silver
128403,
128396,
128394,
128393,Wood
128364,
128358,
128339,Wood
128338,Ink
128330,Wood
128324,Wood
128314,Ink
128303,Marble
128101,Ink
128096,Ink
128094,Ink
128092,Wood
128085,Wood
128083,Wood
128082,Ink
128081,Wood
128079,Wood
128074,Ink
128046,Wood
127843,Ink
127840,Wood
127836,Ink
127834,Wood
127832,Wood
127830,Ink
127810,Ink
127575,Watercolor
127574,Watercolor
127571,
127022,Albumen
127018,Albumen
127009,Albumen
127006,Albumen
127005,Albumen
126999,Albumen
126986,Albumen
126788,Ink
126787,Ink
126780,Chromogenic
126772,Chromogenic
126770,
126684,Wood
126681,Wood
126676,Wood
126670,Wood
126622,Paper
126617,Pastel
126615,Ceramic
126613,Oil
126074,Jade
126063,Jade
126062,Jade
126061,Jade
126053,Jade
126049,Jade
126047,Jade
126046,Jade
126040,Jade
126033,Jade
126030,Jade
126027,Jade
126023,Jade
126015,Jade
126011,Jade
126003,Jade
125997,Jade
125994,Jade
125985,Jade
125983,Jade
125976,Jade
125971,Jade
125970,Jade
125961,Jade
125959,Jade
125958,Stone
125957,Stone
125956,Jade
125954,Jade
125948,Jade
125945,Jade
125942,Jade
125936,Jade
125935,Jade
125928,Jade
125921,Jade
125920,Jade
125917,Jade
125913,Jade
125912,Jade
125911,Jade
125909,Jade
125896,Jade
125886,Jade
125881,Jade
125879,Jade
125844,Jade
125839,Jade
125838,Jade
125831,Jade
125826,Jade
125823,Stone
125822,Jade
125815,Jade
125809,Jade
125806,Jade
125776,Ink
125773,
125772,
125639,Albumen
125632,Albumen
125628,Albumen
125624,Albumen
125621,Albumen
125614,Albumen
125610,Albumen
125608,Albumen
125607,Albumen
125606,Albumen
125605,Albumen
125604,Albumen
125536,Ink
125510,Wood
125478,Acrylic
125473,Wood
125468,
125464,Paper
125460,Oil
125445,Gold
125405,
125398,
125395,
125381,
125379,
125378,
125371,
125366,
125364,
125356,Marble
125354,Ink
125349,Ink
124604,Wood
124592,Wood
124585,Ink
124582,Gold
124088,Ink
124086,Ink
124085,Ink
124080,Ink
123910,Ink
123897,Oil
123895,Silver
123890,Silver
123889,Silver
123884,Silver
123743,
123735,Ink
123506,Stoneware
122917,Ceramic
122915,Glass
122621,Ink
122368,
122367,
121825,Ceramic
121521,Silver
121519,Silver
121497,Silver
121496,Silver
121456,Silver
120887,Silver
120852,
120851,
120849,
120847,
118649,Silver
118645,Silver
118620,Silver
118617,Silver
118589,Silver
118588,Silver
118587,Silver
118582,Silver
118578,Silver
118577,Silver
118534,Silver
118498,Silver
118494,Silver
118489,Silver
118488,Silver
118485,Silver
118484,Silver
118482,Silver
118477,Silver
118465,Silver
117611,Unknown
117610,Unknown
117607,Unknown
117554,
117545,
117343,Silver
117339,Silver
117336,Silver
117323,Silver
117322,Silver
117319,Silver
117318,Silver
117310,Silver
117309,Silver
117298,Silver
117293,Silver
117289,Silver
117282,Silver
117281,Silver
117264,Silver
117260,Silver
116776,
116462,Ink
116461,Ink
116362,
115984,Silk
115918,Clay
115907,Clay
115721,
115717,
115714,
115642,Cotton
115163,Glass
115058,Ceramic
115053,
115050,
115039,
113495,Silver
113321,Silver
113319,Silver
113317,Silver
113316,Silver
113314,Silver
112660,Silver
112651,Silver
112646,Silver
112644,Silver
112639,Silver
112631,Unknown
112630,Bronze
112617,Unknown
112596,Unknown
112593,Unknown
112568,Unknown
112563,Unknown
112560,Unknown
112558,Unknown
112553,Unknown
112552,Unknown
112545,Unknown
112543,Unknown
112540,Unknown
112539,Unknown
112448,Silver
112445,Silver
112443,Silver
112440,Silver
112438,Silver
111783,Oil
111118,Acrylic
111099,Silver
110990,Silver
110989,Silver
110979,Silver
110970,Silver
110968,Silver
110966,Silver
110963,Silver
110962,Silver
110959,Silver
110958,Silver
110956,Silver
110951,Silver
110947,Silver
110943,Silver
110939,Silver
110938,Silver
110935,Silver
110927,Silver
110915,Silver
110911,Silver
110908,Silver
110903,Silver
110902,Silver
110893,Silver
110889,Silver
110888,Silver
110883,Silver
110876,Silver
110873,Silver
110872,Silver
110870,Silver
110865,Oil
110864,Silver
110863,Silver
110861,Silver
110857,Silver
110855,Silver
110854,Silver
110850,Silver
110841,Silver
110839,Silver
110838,Silver
110836,Silver
110834,Silver
110818,Silver
110816,Silver
110812,Silver
110798,Silver
110796,Silver
110795,Silver
110790,Silver
110762,Silver
110758,Silver
110756,Silver
110753,Silver
110749,Silver
110748,Silver
110745,Silver
110740,Silver
110730,Silver
110724,Silver
110720,Silver
110714,Silver
110712,Silver
110711,Silver
110706,Silver
110695,Silver
110693,Silver
110690,Silver
110689,Silver
110685,Silver
110684,Silver
110676,Silver
110675,Silver
110670,Silver
110658,Silver
110653,Silver
110650,Silver
110639,Silver
110616,Silver
110608,Silver
110607,Silver
110605,Silver
110598,Silver
110596,Silver
110592,Silver
110588,Silver
110586,Silver
110585,Silver
110583,Silver
110582,Silver
110581,Silver
110579,Silver
110578,Silver
110573,Silver
110569,Silver
110568,Silver
110566,Silver
110565,Silver
110563,Silver
110559,Silver
110548,Silver
110540,Silver
110538,Silver
110535,Silver
110534,Silver
110529,Silver
110526,Silver
110524,Silver
110522,Silver
110519,Silver
110514,Silver
110507,Silver
110504,Silver
110210,Silver
109051,Cotton
109043,Ceramic
108818,Marble
108757,
108755,
108754,
108751,
108750,
108748,
108747,
108703,Ceramic
108699,Unknown
108698,
108695,
108685,
108674,
108662,
108659,
108657,
108655,
108652,
108649,
108645,
108641,
108640,
108634,
108626,
108625,
108623,
108615,
108205,Silver
107993,Wood
107953,Chromogenic
107950,Chromogenic
107947,Unknown
107933,Wood
107914,Unknown
107896,Unknown
107892,Unknown
107831,Unknown
107798,Albumen
107797,
107788,Unknown
107787,Unknown
107778,Unknown
107772,Unknown
107762,
107742,Silver
107740,Silver
107739,Silver
107736,Silver
107735,Silver
107734,Silver
107731,Silver
107686,Ink
107478,Wood
107477,Wood
107472,Wood
107470,Wood
107468,Unknown
107467,
107466,Ceramic
106338,Oil
106337,Ink
103940,Ceramic
103937,Ceramic
103936,Ceramic
103899,Paper
103886,Ivory
103878,Ink
103520,
103515,
103513,
103512,
103451,Ink
103118,Ceramic
103076,
103063,
103062,
103058,
103052,
103049,
103045,
102977,
102964,
102959,
102712,Ink
102684,Unknown
102681,
102671,Unknown
102665,Unknown
102661,Unknown
102657,Unknown
102656,Unknown
102611,Silver
102599,Silver
102598,Silver
102597,
102594,Silver
102592,
102589,
102584,Silver
102583,
102582,Silver
102432,Unknown
102418,Unknown
102416,Unknown
102415,Unknown
102411,Unknown
102407,Unknown
102405,Unknown
102375,Unknown
102374,Unknown
102371,Unknown
102368,Unknown
102367,Unknown
102360,Unknown
102358,Unknown
101337,Silk
101130,Gouache
101126,Watercolor
101113,Wood
98865,Ink
97031,Wood
94926,
94060,Ink
94047,
94042,
94038,
94032,Ink
93985,Unknown
93898,Silver
93723,Unknown
93636,Silver
93634,Silver
93437,Unknown
93433,Unknown
93413,Unknown
93411,Unknown
93408,Unknown
93406,Unknown
93405,Unknown
93379,Unknown
93377,Unknown
93370,Unknown
93367,Unknown
93365,Unknown
93361,Unknown
93355,Unknown
93326,Silver
92465,Silver
92426,Silver
92419,Silver
92232,Silver
91951,Silver
91690,Silver
91689,Silver
91685,Silver
91682,Silver
91662,Silver
91655,Silver
91583,Silver
91562,Silver
91527,Silver
91279,Silver
90633,Silver
90620,Silver
90616,Silver
90482,Silver
90311,Silver
90305,Silver
90259,
90223,Silver
90126,Silver
90086,Silver
89720,Silver
89595,Silver
89562,Silver
89559,Silver
89540,Silver
89521,Silver
89520,Silver
89519,Silver
89517,Silver
89498,Silver
89486,Silver
89365,Silver
89364,Silver
89330,Silver
89167,Silver
89086,Silver
89071,Silver
88499,Silver
88351,Ivory
88350,Ivory
88349,Ivory
88347,Ivory
88345,Ivory
88344,Ivory
88336,Ivory
88335,Ivory
88322,Ivory
88318,Ivory
88315,Ivory
88314,Ivory
88312,Ivory
88309,Ivory
88308,Ivory
88307,Ivory
88304,Ivory
88302,Ivory
88299,Ivory
88294,Unknown
88286,Unknown
88285,Unknown
88282,Unknown
88279,Unknown
88278,Unknown
88274,Unknown
88272,Unknown
88262,Marble
88116,
87645,Watercolor
87622,
87621,
87620,
87618,Pastel
87606,
87589,
87581,
87547,Paper
87545,Paper
87539,Paper
87537,Paper
87505,Paper
87501,Paper
87492,Paper
87487,
87481,Paper
87479,Paper
87469,
87458,
87446,Paper
87443,Paper
87440,Ivory
87431,Silk
87430,Silk
87424,Silk
87410,Silk
87398,Silk
87394,Silk
87382,Silk
87380,Silk
87374,Silk
87370,Silk
87368,Silk
87366,
87351,Paper
87345,
87343,
87314,
87312,
87311,
87309,
87297,
87293,Ink
87292,Ink
87291,Ink
87290,Ink
87287,
87282,
87281,
87273,
87272,
87270,
87259,
87258,
87257,
87242,
87235,
87234,
87233,
87232,
87229,
87227,
87226,
87225,
87224,
87223,
87216,
87208,
87200,
87199,
87197,
87184,
87176,
87164,
87163,
87156,
87152,
87151,
87148,
87138,
87115,
87110,
87109,
87102,
87100,
87097,
87095,
87086,
87085,
87084,
87066,
87057,
87053,
87047,
87043,
87041,
87039,
87034,
87033,
87023,
87018,
87014,
86994,
86984,Paper
86981,Paper
86980,Paper
86978,Paper
86974,Paper
86951,Bronze
86841,
86832,
86816,Pastel
86814,Pastel
86807,Pastel
86787,Pastel
86779,Pastel
86773,
86762,Pastel
86753,Pastel
86742,Pastel
86737,Pastel
86735,Pastel
86734,Pastel
86733,Pastel
86729,Pastel
86728,Pastel
86726,Pastel
86716,Pastel
86714,Pastel
86710,Pastel
86709,
86702,Pastel
86701,Pastel
86695,Pastel
86694,Pastel
86693,Pastel
86682,Pastel
86679,Pastel
86677,Pastel
86674,Pastel
86671,Pastel
86662,Pastel
86659,Pastel
86656,Pastel
86652,Pastel
86651,Pastel
86647,
86644,
86642,
86607,
86567,Wood
86566,Wood
86565,Wood
86562,Wood
86559,Wood
86558,Wood
86459,Wood
86458,Wood
86457,Wood
86456,Wood
86454,Wood
86446,
86442,
86428,
86374,Silver
86369,Silver
86361,Silver
86356,Silver
86355,Silver
86352,Silver
86346,Silver
86342,Silver
86340,Silver
86334,Silver
86332,Silver
86321,Silver
86314,Silver
86311,Silver
86308,Silver
86305,Silver
86304,Silver
86302,Silver
86296,Silver
86294,Silver
86291,Silver
86288,Silver
86287,Silver
86268,Silver
86267,Silver
86266,Silver
86259,Silver
86256,Silver
86255,Silver
86242,Silver
86238,Silver
86232,Silver
86224,Silver
86216,Silver
86215,Silver
86202,Silver
86194,Silver
86186,Silver
86180,Silver
86165,Silver
86164,Silver
86152,Silver
86150,
86149,
86076,
86073,
86069,
86067,
86048,Silver
86004,Chromogenic
86000,Chromogenic
85998,Wood
85939,Albumen
85896,Albumen
85870,Albumen
85620,Silver
85614,Silver
85602,Wood
85598,
85591,
85583,
85577,
85551,
85546,
85543,
85538,
85537,
85530,
85523,
85519,
85508,
85481,Silver
85477,Silver
85467,Silver
85456,Silver
85452,Silver
85436,Silver
85433,
85432,
85430,
85413,
85394,
85393,
85392,
85389,
85387,
85386,
85385,
85383,
85373,
85367,Albumen
85363,Albumen
85349,Albumen
85347,Albumen
85128,
81859,Silver
81653,Silver
81518,Silver
81285,Silver
81245,
81238,Silver
81201,Unknown
81199,Unknown
81156,
81150,Silver
81143,Silver
81083,Silver
81060,Oil
81050,Oil
81036,Silver
81035,Silver
81009,Silver
81001,Silver
80981,Silver
80944,Chromogenic
80940,Wood
80466,Silver
80008,Silver
80003,Silver
80001,Silver
79999,Silver
79922,Silver
79921,Silver
79903,Silver
79902,Silver
79901,Silver
79899,Silver
79898,Silver
79896,Silver
79894,Silver
79893,Silver
79890,Silver
79882,Silver
79879,Silver
79875,Silver
79872,Silver
79869,Silver
79864,Silver
79863,Silver
79859,Silver
79854,Silver
79848,Silver
79833,Silver
79832,Silver
79829,Silver
79826,Silver
79813,Silver
79811,Silver
79630,Silver
79629,Silver
79621,Silver
79618,Silver
79612,Silver
79611,Silver
77951,Silver
77950,Silver
77941,Silver
77940,Silver
77888,Silver
77887,Silver
77884,Silver
77880,Silver
77879,Silver
77876,Silver
74247,Silver
74213,Silver
74211,Silver
74194,Silver
74192,Silver
74190,Silver
74187,Silver
74186,Silver
74182,Silver
74177,Silver
74174,Silver
74173,Silver
74171,Silver
74169,Silver
74164,Silver
74163,Silver
74159,Silver
74157,Silver
74126,Silver
74122,Silver
74120,Silver
74118,Silver
74115,Silver
74086,Silver
74085,Silver
