object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
103940,Bowl with geometric design,Salado,,2014-66,https://artmuseum.princeton.edu/art/collections/103940,https://media.artmuseum.princeton.edu/iiif/3/collection/STU01234,"Roosevelt Red Ware, Gila polychrome",Unknown,Ceramic,0.75
103937,Bowl with geometric design,Salado,,2014-63,https://artmuseum.princeton.edu/art/collections/103937,https://media.artmuseum.princeton.edu/iiif/3/collection/STU01229,"Roosevelt Red Ware, Gila polychrome",Unknown,Ceramic,0.75
103936,Bowl with geometric design,Salado,,2014-62,https://artmuseum.princeton.edu/art/collections/103936,https://media.artmuseum.princeton.edu/iiif/3/collection/STU01235,"Roosevelt Red Ware, Gila polychrome",Unknown,Ceramic,0.75
103899,Pastorales,,,x1975-168-217,https://artmuseum.princeton.edu/art/collections/103899,https://media.artmuseum.princeton.edu/iiif/3/collection/INV36814,Qing dynasty (c. 1845),Unknown,Paper,0.65
103886,Spoon,Edo,,L.2021.2,https://artmuseum.princeton.edu/art/collections/103886,https://media.artmuseum.princeton.edu/iiif/3/collection/Spoon1,early 16th century,Unknown,Ivory,0.75
103878,Plum Blossoms,Japanese,,2014-83,https://artmuseum.princeton.edu/art/collections/103878,,Edo period (1603-1868),Unknown,Ink,0.65
103520,The Numismatic and Antiquarian Society of America,,,y1954-432.20,https://artmuseum.princeton.edu/art/collections/103520,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63451,Unknown,Unknown,,0.55
103515,Reverse of Titanic medal,,,y1954-432.15,https://artmuseum.princeton.edu/art/collections/103515,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63446,Unknown,Unknown,,0.55
103513,Essex Agricultural Society of Massachusetts,,,y1954-432.13,https://artmuseum.princeton.edu/art/collections/103513,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63444,Unknown,Unknown,,0.55
103512,"School Art League of New York, for Merit",,,y1954-432.12,https://artmuseum.princeton.edu/art/collections/103512,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63443,Unknown,Unknown,,0.55
103451,Rdstrp,,,2014-86,https://artmuseum.princeton.edu/art/collections/103451,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2015_7579,Qing dynasty (c. 2014),Unknown,Ink,0.65
103118,Vessel in the form of a bird with a ﬁsh in its mouth,Salinar,,2018-7,https://artmuseum.princeton.edu/art/collections/103118,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018-1955172,Early Intermediate Period,Unknown,Ceramic,0.75
103076,,,,x1983-1340,https://artmuseum.princeton.edu/art/collections/103076,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64364,Unknown,Unknown,,0.4
103063,[untitled],,,x1983-1750,https://artmuseum.princeton.edu/art/collections/103063,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64391,Unknown,Unknown,,0.55
103062,Photogenic,,,x1983-1749,https://artmuseum.princeton.edu/art/collections/103062,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64390,Unknown,Unknown,,0.55
103058,[untitled],,,x1983-1746,https://artmuseum.princeton.edu/art/collections/103058,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64387,Unknown,Unknown,,0.55
103052,"Odenwald, Germany",,,x1983-1740,https://artmuseum.princeton.edu/art/collections/103052,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64381,Unknown,Unknown,,0.55
103049,"""Butterfly"", photo montage",,,x1983-1737,https://artmuseum.princeton.edu/art/collections/103049,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64378,Unknown,Unknown,,0.55
103045,[untitled],,,x1983-1733,https://artmuseum.princeton.edu/art/collections/103045,https://media.artmuseum.princeton.edu/iiif/3/collection/INV64374,Unknown,Unknown,,0.55
102977,Title page,,,x1993-263,https://artmuseum.princeton.edu/art/collections/102977,https://media.artmuseum.princeton.edu/iiif/3/collection/INV30595,Qing dynasty (c. 1979),Unknown,,0.65
102964,Plate 7,,,x1993-263 g,https://artmuseum.princeton.edu/art/collections/102964,https://media.artmuseum.princeton.edu/iiif/3/collection/INV30602,Qing dynasty (c. 1979),Unknown,,0.65
102959,Plate 2,,,x1993-263 b,https://artmuseum.princeton.edu/art/collections/102959,https://media.artmuseum.princeton.edu/iiif/3/collection/INV30597,Qing dynasty (c. 1979),Unknown,,0.65
102712,Isaac blessing Jacob,,,2014-50,https://artmuseum.princeton.edu/art/collections/102712,https://media.artmuseum.princeton.edu/iiif/3/collection/INV78320,Qing dynasty (c. 1653),Unknown,Ink,0.65
102684,[untitled],,,x1983-1726,https://artmuseum.princeton.edu/art/collections/102684,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63225,Unknown,Unknown,Unknown,0.45
102681,The Black Bowl,,,x1983-1723,https://artmuseum.princeton.edu/art/collections/102681,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63222,Qing dynasty (c. 1907),Unknown,,0.65
102671,[untitled],,,x1983-1713,https://artmuseum.princeton.edu/art/collections/102671,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63209,Unknown,Unknown,Unknown,0.45
102665,[untitled],,,x1983-1707,https://artmuseum.princeton.edu/art/collections/102665,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63203,Qing dynasty (c. 1941),Unknown,Unknown,0.55
102661,[untitled],,,x1983-1703,https://artmuseum.princeton.edu/art/collections/102661,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63199,Unknown,Unknown,Unknown,0.45
102657,[untitled],,,x1983-1699,https://artmuseum.princeton.edu/art/collections/102657,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63195,Unknown,Unknown,Unknown,0.45
102656,[untitled],,,x1983-1698,https://artmuseum.princeton.edu/art/collections/102656,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63194,Unknown,Unknown,Unknown,0.45
102611,Portrait of two women,,,CHW S3520 mm,https://artmuseum.princeton.edu/art/collections/102611,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63111,Qing dynasty (c. 1925),Unknown,Silver,0.65
102599,Still life,,,CHW S3520 aa,https://artmuseum.princeton.edu/art/collections/102599,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63085,Qing dynasty (c. 1925),Unknown,Silver,0.65
102598,Still life,,,CHW S3520 z,https://artmuseum.princeton.edu/art/collections/102598,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63124,Qing dynasty (c. 1925),Unknown,Silver,0.65
102597,Study of hands,,,CHW S3520 y,https://artmuseum.princeton.edu/art/collections/102597,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63123,Qing dynasty (c. 1925),Unknown,,0.65
102594,Still life,,,CHW S3520 v,https://artmuseum.princeton.edu/art/collections/102594,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63120,Qing dynasty (c. 1925),Unknown,Silver,0.65
102592,Architectural study,,,CHW S3520 t,https://artmuseum.princeton.edu/art/collections/102592,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63118,Qing dynasty (c. 1925),Unknown,,0.65
102589,Portrait of a woman,,,CHW S3520 q,https://artmuseum.princeton.edu/art/collections/102589,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63115,Qing dynasty (c. 1925),Unknown,,0.65
102584,A Bronze Head,,,CHW S3520 l,https://artmuseum.princeton.edu/art/collections/102584,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63108,Qing dynasty (c. 1925),Unknown,Silver,0.65
102583,Untitled [Negatives drying],,,CHW S3520 k,https://artmuseum.princeton.edu/art/collections/102583,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63106,Qing dynasty (c. 1925),Unknown,,0.65
102582,Untitled [New York],,,CHW S3520 j,https://artmuseum.princeton.edu/art/collections/102582,https://media.artmuseum.princeton.edu/iiif/3/collection/INV63104,Qing dynasty (c. 1925),Unknown,Silver,0.65
102432,untitled,,,x1983-1687,https://artmuseum.princeton.edu/art/collections/102432,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62900,Unknown,Unknown,Unknown,0.45
102418,[untitled],,,x1983-1805,https://artmuseum.princeton.edu/art/collections/102418,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62783,Unknown,Unknown,Unknown,0.45
102416,[untitled],,,x1983-1803,https://artmuseum.princeton.edu/art/collections/102416,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62781,Unknown,Unknown,Unknown,0.45
102415,[untitled],,,x1983-1802,https://artmuseum.princeton.edu/art/collections/102415,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62780,Unknown,Unknown,Unknown,0.45
102411,[untitled],,,x1983-1798,https://artmuseum.princeton.edu/art/collections/102411,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62776,Unknown,Unknown,Unknown,0.45
102407,[untitled],,,x1983-1794,https://artmuseum.princeton.edu/art/collections/102407,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62772,Unknown,Unknown,Unknown,0.45
102405,[untitled],,,x1983-1792,https://artmuseum.princeton.edu/art/collections/102405,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62770,Unknown,Unknown,Unknown,0.45
102375,[untitled],,,x1983-1775,https://artmuseum.princeton.edu/art/collections/102375,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62753,Unknown,Unknown,Unknown,0.45
102374,[untitled],,,x1983-1774,https://artmuseum.princeton.edu/art/collections/102374,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62752,Unknown,Unknown,Unknown,0.45
102371,[untitled],,,x1983-1771,https://artmuseum.princeton.edu/art/collections/102371,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62749,Unknown,Unknown,Unknown,0.45
102368,[untitled],,,x1983-1768,https://artmuseum.princeton.edu/art/collections/102368,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62746,Unknown,Unknown,Unknown,0.45
102367,[untitled],,,x1983-1767,https://artmuseum.princeton.edu/art/collections/102367,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62745,Unknown,Unknown,Unknown,0.45
102360,[untitled],,,x1983-1760,https://artmuseum.princeton.edu/art/collections/102360,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62738,Unknown,Unknown,Unknown,0.45
102358,[untitled],,,x1983-1758,https://artmuseum.princeton.edu/art/collections/102358,https://media.artmuseum.princeton.edu/iiif/3/collection/INV62736,Unknown,Unknown,Unknown,0.45
101337,Portrait of a high-ranking samurai,Japanese,,2014-44,https://artmuseum.princeton.edu/art/collections/101337,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00854,Edo period (1603-1868),Unknown,Silk,0.75
101130,The Martyrdom of Saint Kolomann,,,2014-46,https://artmuseum.princeton.edu/art/collections/101130,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00127,Ming dynasty (c. 1627),Unknown,Gouache,0.65
101126,The First Snow,,,2014-13,https://artmuseum.princeton.edu/art/collections/101126,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00119,Qing dynasty (c. 1967),Unknown,Watercolor,0.65
101113,"one of a group of panels depicting women, one with bird and tree",Chinese,,1995-76 c,https://artmuseum.princeton.edu/art/collections/101113,https://media.artmuseum.princeton.edu/iiif/3/collection/1995-76C,Tang dynasty (c. 907),Unknown,Wood,0.75
98865,"River Road, from the Pieces of String series",,,2014-18,https://artmuseum.princeton.edu/art/collections/98865,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2015_7588,Qing dynasty (c. 2013),Unknown,Ink,0.65
97031,Untitled Painting Plank 5,,,2014-14,https://artmuseum.princeton.edu/art/collections/97031,https://media.artmuseum.princeton.edu/iiif/3/collection/CF008305,Qing dynasty (c. 2008),Unknown,Wood,0.65
94926,Sky,,,2013-132,https://artmuseum.princeton.edu/art/collections/94926,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00672,Qing dynasty (c. 1981),Unknown,,0.65
94060,Archer,Chinese,,2013-108,https://artmuseum.princeton.edu/art/collections/94060,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018_46773,Tang dynasty (c. 907),Unknown,Ink,0.75
94047,Somewhere,,,2013-130,https://artmuseum.princeton.edu/art/collections/94047,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00675,Qing dynasty (c. 1981),Unknown,,0.65
94042,Sitting Bull,,,2013-140,https://artmuseum.princeton.edu/art/collections/94042,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00613,Qing dynasty (c. 1986),Unknown,,0.65
94038,Flowers,,,2013-136,https://artmuseum.princeton.edu/art/collections/94038,https://media.artmuseum.princeton.edu/iiif/3/collection/STU00611,Qing dynasty (c. 1970),Unknown,,0.65
94032,"San Fukujin (Three Gods of Good Fortune), Ebisu",Japanese,,2020-675 c,https://artmuseum.princeton.edu/art/collections/94032,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX22_0546,Edo period (1603-1868),Unknown,Ink,0.75
93985,Minor White,,,MWA X816,https://artmuseum.princeton.edu/art/collections/93985,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240731_15538,Qing dynasty (c. 1951),Unknown,Unknown,0.55
93898,Minor White,,,MWA X719,https://artmuseum.princeton.edu/art/collections/93898,https://media.artmuseum.princeton.edu/iiif/3/collection/INV48152,Qing dynasty (c. 1964),Unknown,Silver,0.65
93723,Minor White,,,MWA X544,https://artmuseum.princeton.edu/art/collections/93723,https://media.artmuseum.princeton.edu/iiif/3/collection/INV47762,Qing dynasty (c. 1972),Unknown,Unknown,0.55
93636,"In the office of the Peopleʼs Funeral Parlour, Orlando West, Soweto, August 1972",,,2014-3,https://artmuseum.princeton.edu/art/collections/93636,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2015_7554,Qing dynasty (c. 1972),Unknown,Silver,0.65
93634,Selling milk,,,2014-2,https://artmuseum.princeton.edu/art/collections/93634,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2015_7555,Qing dynasty (c. 1972),Unknown,Silver,0.65
93437,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1159,https://artmuseum.princeton.edu/art/collections/93437,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46576,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93433,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1134,https://artmuseum.princeton.edu/art/collections/93433,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46580,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93413,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1168,https://artmuseum.princeton.edu/art/collections/93413,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46561,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93411,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1157,https://artmuseum.princeton.edu/art/collections/93411,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46559,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93408,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1145,https://artmuseum.princeton.edu/art/collections/93408,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46556,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93406,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1138,https://artmuseum.princeton.edu/art/collections/93406,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46554,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93405,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1135,https://artmuseum.princeton.edu/art/collections/93405,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46553,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93379,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1133,https://artmuseum.princeton.edu/art/collections/93379,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46527,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93377,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1217,https://artmuseum.princeton.edu/art/collections/93377,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46525,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93370,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1196,https://artmuseum.princeton.edu/art/collections/93370,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46518,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93367,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1186,https://artmuseum.princeton.edu/art/collections/93367,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46515,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93365,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1179,https://artmuseum.princeton.edu/art/collections/93365,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46513,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93361,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1166,https://artmuseum.princeton.edu/art/collections/93361,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46509,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93355,"The Stowaways (one from a group of portraits of members of a social club for gentlemen who were amateur artists, collectors, and professional artists) [90 v, including 21 duplicates]",,,x1983-1139,https://artmuseum.princeton.edu/art/collections/93355,https://media.artmuseum.princeton.edu/iiif/3/collection/INV46503,Qing dynasty (1644-1912),Unknown,Unknown,0.55
93326,"Pueblo Blanco, southeast to Comanche Gap, Galisteo Basis, NM     [diptych left] and Pueblo Blanco, looking southwest, Galisteo Basin, NM   [diptych right]",,,2000-200 a-b,https://artmuseum.princeton.edu/art/collections/93326,https://media.artmuseum.princeton.edu/iiif/3/collection/INV44957,Qing dynasty (c. 1999),Unknown,Silver,0.65
92465,"Capitol Reef National Park, Utah",,,MWA 67-37-1,https://artmuseum.princeton.edu/art/collections/92465,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08944,Qing dynasty (c. 1967),Unknown,Silver,0.65
92426,"Capitol Reef National Park, Utah",,,MWA 66-218-1,https://artmuseum.princeton.edu/art/collections/92426,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08846,Qing dynasty (c. 1966),Unknown,Silver,0.65
92419,"Capitol Reef National Park, Utah",,,MWA 66-177-1,https://artmuseum.princeton.edu/art/collections/92419,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08845,Qing dynasty (c. 1966),Unknown,Silver,0.65
92232,"San Rafael Desert, Utah",,,MWA 64-103-1,https://artmuseum.princeton.edu/art/collections/92232,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08814,Qing dynasty (c. 1964),Unknown,Silver,0.65
91951,"Badlands, South Dakota",,,MWA 60-82B-1,https://artmuseum.princeton.edu/art/collections/91951,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08794,Qing dynasty (c. 1960),Unknown,Silver,0.65
91690,"William Smith, Rochester",,,MWA 57-247-1,https://artmuseum.princeton.edu/art/collections/91690,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08908,Qing dynasty (c. 1957),Unknown,Silver,0.65
91689,"William Smith, Rochester",,,MWA 57-246-1,https://artmuseum.princeton.edu/art/collections/91689,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08907,Qing dynasty (c. 1957),Unknown,Silver,0.65
91685,"James Marchael, Rochester",,,MWA 57-221-1,https://artmuseum.princeton.edu/art/collections/91685,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08897,Qing dynasty (c. 1957),Unknown,Silver,0.65
91682,"Harriet Gratwick, Pavilion, New York",,,MWA 57-207-1,https://artmuseum.princeton.edu/art/collections/91682,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08892,Qing dynasty (c. 1957),Unknown,Silver,0.65
91662,"Herbert Forgash, Rochester",,,MWA 57-188-1,https://artmuseum.princeton.edu/art/collections/91662,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08756,Qing dynasty (c. 1957),Unknown,Silver,0.65
91655,"Herbert Forgash, Rochester",,,MWA 57-150-1,https://artmuseum.princeton.edu/art/collections/91655,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08770,Qing dynasty (c. 1957),Unknown,Silver,0.65
91583,Barn (New York),,,MWA 55-26-1,https://artmuseum.princeton.edu/art/collections/91583,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08728,Qing dynasty (c. 1955),Unknown,Silver,0.65
91562,"Chinatown, San Francisco",,,MWA 53-598-1,https://artmuseum.princeton.edu/art/collections/91562,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08715,Qing dynasty (c. 1953),Unknown,Silver,0.65
91527,"John Upton, Rochester",,,MWA 56-53-1,https://artmuseum.princeton.edu/art/collections/91527,,Qing dynasty (c. 1956),Unknown,Silver,0.55
91279,San Francisco,,,MWA 49-73-8,https://artmuseum.princeton.edu/art/collections/91279,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA07918,Qing dynasty (c. 1949),Unknown,Silver,0.65
90633,Jerry Tomanek,,,MWA 67-190-1,https://artmuseum.princeton.edu/art/collections/90633,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08957,Qing dynasty (c. 1967),Unknown,Silver,0.65
90620,"Cathedral Valley, Capitol Reef National Park, Utah",,,MWA 67-67A-1,https://artmuseum.princeton.edu/art/collections/90620,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08950,Qing dynasty (c. 1967),Unknown,Silver,0.65
90616,Utah,,,MWA 67-60-1,https://artmuseum.princeton.edu/art/collections/90616,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08948,Qing dynasty (c. 1967),Unknown,Silver,0.65
90482,"Capitol Reef National Park, Utah",,,MWA 66-174B-1,https://artmuseum.princeton.edu/art/collections/90482,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08843,Qing dynasty (c. 1966),Unknown,Silver,0.65
90311,First Unitarian Church of Rochester,,,MWA 64-132-1,https://artmuseum.princeton.edu/art/collections/90311,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08833,Qing dynasty (c. 1964),Unknown,Silver,0.65
90305,First Unitarian Church of Rochester,,,MWA 64-125-1,https://artmuseum.princeton.edu/art/collections/90305,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08825,Qing dynasty (c. 1964),Unknown,Silver,0.65
90259,Standing man,,,2013-83,https://artmuseum.princeton.edu/art/collections/90259,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2013-60-3,Qing dynasty (c. 1779),Unknown,,0.65
90223,"Capitol Reef National Park, Utah",,,MWA 64-74-1,https://artmuseum.princeton.edu/art/collections/90223,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08810,Qing dynasty (c. 1964),Unknown,Silver,0.65
90126,"Evelyn Siegel, Boston",,,MWA 63-186-1,https://artmuseum.princeton.edu/art/collections/90126,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08805,Qing dynasty (c. 1963),Unknown,Silver,0.65
90086,"Drid Williams, Capitol Reef National Park, Utah",,,MWA 62-103.2A-1,https://artmuseum.princeton.edu/art/collections/90086,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08984,Qing dynasty (c. 1962),Unknown,Silver,0.65
89720,"Fillmore District, San Francisco",,,MWA 59-121A-1,https://artmuseum.princeton.edu/art/collections/89720,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08980,Qing dynasty (c. 1959),Unknown,Silver,0.65
89595,"Strasenburgh Wall (Franz Wildenhain), Rochester",,,MWA 58-265-1,https://artmuseum.princeton.edu/art/collections/89595,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08923,Qing dynasty (c. 1958),Unknown,Silver,0.65
89562,"Pavilion, New York",,,MWA 58-138A-1,https://artmuseum.princeton.edu/art/collections/89562,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08920,Qing dynasty (c. 1958),Unknown,Silver,0.65
89559,"Pavilion, New York",,,MWA 58-137A-1,https://artmuseum.princeton.edu/art/collections/89559,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08919,Qing dynasty (c. 1958),Unknown,Silver,0.65
89540,"Haags Alley, Rochester",,,MWA 58-76-1,https://artmuseum.princeton.edu/art/collections/89540,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08914,Qing dynasty (c. 1958),Unknown,Silver,0.65
89521,"James Marchael, Rochester",,,MWA 57-238-1,https://artmuseum.princeton.edu/art/collections/89521,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08905,Qing dynasty (c. 1957),Unknown,Silver,0.65
89520,"James Marchael, Rochester",,,MWA 57-235-1,https://artmuseum.princeton.edu/art/collections/89520,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08903,Qing dynasty (c. 1957),Unknown,Silver,0.65
89519,"James Marchael, Rochester",,,MWA 57-231-1,https://artmuseum.princeton.edu/art/collections/89519,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08901,Qing dynasty (c. 1957),Unknown,Silver,0.65
89517,"James Marchael, Rochester",,,MWA 57-226-1,https://artmuseum.princeton.edu/art/collections/89517,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08899,Qing dynasty (c. 1957),Unknown,Silver,0.65
89498,"Herbert Forgash, Rochester",,,MWA 57-172-1,https://artmuseum.princeton.edu/art/collections/89498,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08762,Qing dynasty (c. 1957),Unknown,Silver,0.65
89486,"Walter Chappell, Rochester",,,MWA 57-142-1,https://artmuseum.princeton.edu/art/collections/89486,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08782,Qing dynasty (c. 1957),Unknown,Silver,0.65
89365,The Interplayers: Dear Judas,,,MWA 53-108B-1,https://artmuseum.princeton.edu/art/collections/89365,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08719,Qing dynasty (c. 1953),Unknown,Silver,0.65
89364,The Interplayers: Dear Judas,,,MWA 53-108A-1,https://artmuseum.princeton.edu/art/collections/89364,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08790,Qing dynasty (c. 1953),Unknown,Silver,0.65
89330,"Chinatown, San Francisco",,,MWA 53-87-1,https://artmuseum.princeton.edu/art/collections/89330,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08698,Qing dynasty (c. 1953),Unknown,Silver,0.65
89167,"Tim Asch, Point Lobos State Park, California",,,MWA 51-212A-1,https://artmuseum.princeton.edu/art/collections/89167,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08979,Qing dynasty (c. 1951),Unknown,Silver,0.65
89086,San Francisco,,,MWA 50-1595-1,https://artmuseum.princeton.edu/art/collections/89086,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08686,Qing dynasty (c. 1950),Unknown,Silver,0.65
89071,San Francisco,,,MWA 50-885-1,https://artmuseum.princeton.edu/art/collections/89071,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08654,Qing dynasty (c. 1950),Unknown,Silver,0.65
