object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
"1948,0716.30",figure / trident / 'khar-gsil,,,"1948,0716.30",https://www.britishmuseum.org/collection/object/A_1948-0716-30,https://media.britishmuseum.org/Repository/Documents/2025_12/28_15/b3d29fd6_54e1_4242_a71d_b3c10100f27c/large_1948_0716_30___2_.jpg,Qing dynasty (1644-1912),Figure,Unknown,0.75
As.3593,abacus,,,As.3593,https://www.britishmuseum.org/collection/object/A_As-3593,https://media.britishmuseum.org/Repository/Documents/2014_11/8_16/188bde43_4da9_4c3e_869b_a3dd010974f1/large_01381495_001.jpg,Unknown,abacus,Unknown,0.65
"As,SLMisc.594",abacus,,,"As,SLMisc.594",https://www.britishmuseum.org/collection/object/A_As-SLMisc-594,https://media.britishmuseum.org/Repository/Documents/2014_11/8_16/89558d3e_8ff0_4d9e_a70d_a3dd0109768d/large_01381496_001.jpg,Unknown,abacus,Unknown,0.65
OA+.6644,abacus,,,OA+.6644,https://www.britishmuseum.org/collection/object/A_OA-6644,https://media.britishmuseum.org/Repository/Documents/2025_3/14_12/761b00a2_b4ef_4cbd_b985_b2a000ca5b34/large_RRC3401.jpg,Qing dynasty (1644-1912),abacus,Unknown,0.75
"2019,4106.1",abacus,,,"2019,4106.1",https://www.britishmuseum.org/collection/object/C_2019-4106-1,,Unknown,abacus,Unknown,0.65
"As,SLMisc.552.b",steelyard-case / abacus,,,"As,SLMisc.552.b",https://www.britishmuseum.org/collection/object/A_As-SLMisc-552-b,https://media.britishmuseum.org/Repository/Documents/2014_11/8_16/e13b41bb_80fe_4dc1_9be4_a3dd010a5537/large_01381985_001.jpg,Unknown,steelyard-case / abacus,Unknown,0.65
"2001,0618.1",abacus,,,"2001,0618.1",https://www.britishmuseum.org/collection/object/A_2001-0618-1,,Qing dynasty (c. 1975),abacus,Unknown,0.75
"1909,0611.1",abacus,,,"1909,0611.1",https://www.britishmuseum.org/collection/object/A_1909-0611-1,https://media.britishmuseum.org/Repository/Documents/2014_10/4_21/92f5acb3_23fb_48f7_b417_a3ba0162a371/large_00264386_001.jpg,Ming dynasty (1368-1644),abacus,Unknown,0.75
"1907,1105.2",acroterion,,,"1907,1105.2",https://www.britishmuseum.org/collection/object/A_1907-1105-2,https://media.britishmuseum.org/Repository/Documents/2025_6/23_9/5953bf26_fe35_4205_945a_b305009cd3b9/large_RRC5224.jpg,Ming dynasty (1368-1644),acroterion,Unknown,0.75
OA+.152,acroterion,,,OA+.152,https://www.britishmuseum.org/collection/object/A_OA-152,https://media.britishmuseum.org/Repository/Documents/2025_6/23_9/a6ff18fd_f3d8_4e45_aa6e_b305009cce15/large_RRC2762.jpg,Ming dynasty (1368-1644),acroterion,Unknown,0.75
"1938,0524.6",acroterion,,,"1938,0524.6",https://www.britishmuseum.org/collection/object/A_1938-0524-6,https://media.britishmuseum.org/Repository/Documents/2014_9/29_19/3daddab6_e6a3_4d4e_a6cd_a3b50142a7e6/large_00160090_001.jpg,Ming dynasty (1368-1644),acroterion,Unknown,0.75
MAS.1073,acroterion,,,MAS.1073,https://www.britishmuseum.org/collection/object/A_MAS-1073,https://media.britishmuseum.org/Repository/Documents/2014_11/4_16/2acb8627_cd62_4eea_b263_a3d9010d5ef9/large_01172915_001.jpg,8thC-10thC,acroterion,Unknown,0.75
OA+.151,acroterion,,,OA+.151,https://www.britishmuseum.org/collection/object/A_OA-151,https://media.britishmuseum.org/Repository/Documents/2014_11/10_18/c20cdec5_950f_4f06_9734_a3df01318d73/large_01536246_001.jpg,Yuan dynasty (1271-1368),acroterion,Unknown,0.75
"2014,4004.11",admission-ticket / souvenir,,,"2014,4004.11",https://www.britishmuseum.org/collection/object/C_2014-4004-11,https://media.britishmuseum.org/Repository/Documents/2014_11/10_7/1517b7a1_3b5d_4abd_9541_a3df007fcc54/large_01494035_001.jpg,Qing dynasty (c. 1982),admission-ticket / souvenir,Unknown,0.75
"2014,4004.12",admission-ticket / souvenir,,,"2014,4004.12",https://www.britishmuseum.org/collection/object/C_2014-4004-12,https://media.britishmuseum.org/Repository/Documents/2014_11/10_7/a999a0b9_7dc1_4efd_b1ce_a3df007fcd6d/large_01494036_001.jpg,Qing dynasty (c. 1982),admission-ticket / souvenir,Unknown,0.75
"2005,0414.1",admission-ticket,,,"2005,0414.1",https://www.britishmuseum.org/collection/object/C_2005-0414-1,,Qing dynasty (c. 2005),admission-ticket,Unknown,0.75
"2014,4004.10",admission-ticket / souvenir,,,"2014,4004.10",https://www.britishmuseum.org/collection/object/C_2014-4004-10,,Qing dynasty (c. 1982),admission-ticket / souvenir,Unknown,0.75
"2014,4004.9",admission-ticket / souvenir,,,"2014,4004.9",https://www.britishmuseum.org/collection/object/C_2014-4004-9,https://media.britishmuseum.org/Repository/Documents/2014_11/10_7/883e5063_fe30_4d91_bbc3_a3df007fc9bc/01494033_001.jpg,Qing dynasty (c. 1982),admission-ticket / souvenir,Unknown,0.75
"2015,4055.1",admission-ticket,,,"2015,4055.1",https://www.britishmuseum.org/collection/object/C_2015-4055-1,,Qing dynasty (1644-1912),admission-ticket,Unknown,0.75
"2014,4034.8",souvenir / admission-ticket,,,"2014,4034.8",https://www.britishmuseum.org/collection/object/C_2014-4034-8,https://media.britishmuseum.org/Repository/Documents/2014_11/10_19/d9be790b_940a_4cb8_afac_a3df013cfc26/large_01540203_001.jpg,Qing dynasty (c. 1980),souvenir / admission-ticket,Unknown,0.75
"2015,4094.1",admission-ticket,,,"2015,4094.1",https://www.britishmuseum.org/collection/object/C_2015-4094-1,,Qing dynasty (c. 1999),admission-ticket,Unknown,0.75
"2009,4182.4",admission-ticket,,,"2009,4182.4",https://www.britishmuseum.org/collection/object/C_2009-4182-4,,Qing dynasty (c. 1991),admission-ticket,Unknown,0.75
"2015,4094.2",admission-ticket,,,"2015,4094.2",https://www.britishmuseum.org/collection/object/C_2015-4094-2,,Qing dynasty (c. 1999),admission-ticket,Unknown,0.75
"1993,0813,0.1",calendar / new year-print / advertisement,,,"1993,0813,0.1",https://www.britishmuseum.org/collection/object/A_1993-0813-0-1,https://media.britishmuseum.org/Repository/Documents/2014_10/4_18/c610b492_8806_4fe5_a6d4_a3ba012a9592/large_00248024_001.jpg,Qing dynasty (c. 1930),Print,Unknown,0.75
"1991,0219,0.11.1-3",new year-print / calligraphy / advertisement,,,"1991,0219,0.11.1-3",https://www.britishmuseum.org/collection/object/A_1991-0219-0-11-1-3,,Qing dynasty (1644-1912),Print,Unknown,0.75
"1986,0319,0.44",decorated paper / advertisement,,,"1986,0319,0.44",https://www.britishmuseum.org/collection/object/A_1986-0319-0-44,,Unknown,decorated paper / advertisement,Unknown,0.65
"As1906,1226.29",adze,,,"As1906,1226.29",https://www.britishmuseum.org/collection/object/A_As1906-1226-29,,Unknown,adze,Unknown,0.65
"1979,1012.4",adze,,,"1979,1012.4",https://www.britishmuseum.org/collection/object/A_1979-1012-4,,Unknown,adze,Unknown,0.65
"1979,1012.1",adze,,,"1979,1012.1",https://www.britishmuseum.org/collection/object/A_1979-1012-1,,Unknown,adze,Unknown,0.65
"1979,1012.39",adze,,,"1979,1012.39",https://www.britishmuseum.org/collection/object/A_1979-1012-39,,Unknown,adze,Unknown,0.65
"1979,1012.28",adze,,,"1979,1012.28",https://www.britishmuseum.org/collection/object/A_1979-1012-28,,Unknown,adze,Unknown,0.65
"1979,1012.5",adze,,,"1979,1012.5",https://www.britishmuseum.org/collection/object/A_1979-1012-5,,Unknown,adze,Unknown,0.65
"1979,1012.9",adze,,,"1979,1012.9",https://www.britishmuseum.org/collection/object/A_1979-1012-9,,Unknown,adze,Unknown,0.65
"1979,1012.23",adze,,,"1979,1012.23",https://www.britishmuseum.org/collection/object/A_1979-1012-23,,Unknown,adze,Unknown,0.65
"1979,1012.7",adze,,,"1979,1012.7",https://www.britishmuseum.org/collection/object/A_1979-1012-7,,Unknown,adze,Unknown,0.65
"1979,1012.14",adze,,,"1979,1012.14",https://www.britishmuseum.org/collection/object/A_1979-1012-14,,Unknown,adze,Unknown,0.65
"1979,1012.27",adze,,,"1979,1012.27",https://www.britishmuseum.org/collection/object/A_1979-1012-27,,Unknown,adze,Unknown,0.65
"1959,0216.15",adze,,,"1959,0216.15",https://www.britishmuseum.org/collection/object/A_1959-0216-15,https://media.britishmuseum.org/Repository/Documents/2014_10/3_7/7c5cd94a_0045_4720_9463_a3b90081f607/large_00351902_001.jpg,Qing dynasty (c. 5000),adze,Unknown,0.75
As.7097,tool/implement / adze,,,As.7097,https://www.britishmuseum.org/collection/object/A_As-7097,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/78571344_a0c8_4714_9ebc_b191005d7b68/large_IMG_1286.jpg,Unknown,tool/implement / adze,Unknown,0.65
OA+.3873,adze,,,OA+.3873,https://www.britishmuseum.org/collection/object/A_OA-3873,,Unknown,adze,Unknown,0.65
"1979,1012.8",adze,,,"1979,1012.8",https://www.britishmuseum.org/collection/object/A_1979-1012-8,,Unknown,adze,Unknown,0.65
OA+.3874,adze,,,OA+.3874,https://www.britishmuseum.org/collection/object/A_OA-3874,,Unknown,adze,Unknown,0.65
As.7104,adze,,,As.7104,https://www.britishmuseum.org/collection/object/A_As-7104,https://media.britishmuseum.org/Repository/Documents/2024_6/17_17/9290e6ef_7c37_43e8_8344_b19201211738/large_IMG_1447.jpg,Unknown,adze,Unknown,0.65
OA+.3872,adze,,,OA+.3872,https://www.britishmuseum.org/collection/object/A_OA-3872,,Unknown,adze,Unknown,0.65
OA+.3880,adze,,,OA+.3880,https://www.britishmuseum.org/collection/object/A_OA-3880,https://media.britishmuseum.org/Repository/Documents/2025_12/31_13/1049865c_e886_448c_b5db_b3c400da48c5/large_As_7102_1.jpg,Unknown,adze,Unknown,0.65
As.7093,adze,,,As.7093,https://www.britishmuseum.org/collection/object/A_As-7093,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/c015c40b_ec43_4073_9021_b1910060ae79/large_IMG_1289.jpg,Unknown,adze,Unknown,0.65
OA+.3878,adze,,,OA+.3878,https://www.britishmuseum.org/collection/object/A_OA-3878,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/f02c165a_718e_4c7c_a17f_b191005fafa5/large_IMG_1288.jpg,Unknown,adze,Unknown,0.65
"1979,1012.24",adze,,,"1979,1012.24",https://www.britishmuseum.org/collection/object/A_1979-1012-24,,Unknown,adze,Unknown,0.65
"1979,1012.18",adze,,,"1979,1012.18",https://www.britishmuseum.org/collection/object/A_1979-1012-18,,Unknown,adze,Unknown,0.65
"1979,1012.19",adze,,,"1979,1012.19",https://www.britishmuseum.org/collection/object/A_1979-1012-19,,Unknown,adze,Unknown,0.65
"1979,1012.20",adze,,,"1979,1012.20",https://www.britishmuseum.org/collection/object/A_1979-1012-20,,Unknown,adze,Unknown,0.65
"1959,0216.16",adze,,,"1959,0216.16",https://www.britishmuseum.org/collection/object/A_1959-0216-16,https://media.britishmuseum.org/Repository/Documents/2014_11/1_3/b3db1707_8c8a_4165_92db_a3d600330396/large_01048677_001.jpg,Qing dynasty (c. 5000),adze,Unknown,0.75
"1979,1012.6",adze,,,"1979,1012.6",https://www.britishmuseum.org/collection/object/A_1979-1012-6,,Unknown,adze,Unknown,0.65
"1979,1012.36",adze,,,"1979,1012.36",https://www.britishmuseum.org/collection/object/A_1979-1012-36,,Unknown,adze,Unknown,0.65
"1979,1012.32",adze,,,"1979,1012.32",https://www.britishmuseum.org/collection/object/A_1979-1012-32,,Unknown,adze,Unknown,0.65
"1979,1012.2",adze,,,"1979,1012.2",https://www.britishmuseum.org/collection/object/A_1979-1012-2,,Unknown,adze,Unknown,0.65
"1950,0405.18",adze,,,"1950,0405.18",https://www.britishmuseum.org/collection/object/A_1950-0405-18,https://media.britishmuseum.org/Repository/Documents/2024_1/31_19/fc56f0f2_4c5a_4900_af3a_b10801498c84/large_1950_0405_18.jpg,1stC BC,adze,Unknown,0.75
"1979,1012.3",adze,,,"1979,1012.3",https://www.britishmuseum.org/collection/object/A_1979-1012-3,,Unknown,adze,Unknown,0.65
"1979,1012.33",adze,,,"1979,1012.33",https://www.britishmuseum.org/collection/object/A_1979-1012-33,,Unknown,adze,Unknown,0.65
"1979,1012.11",adze,,,"1979,1012.11",https://www.britishmuseum.org/collection/object/A_1979-1012-11,,Unknown,adze,Unknown,0.65
"1979,1012.12",adze,,,"1979,1012.12",https://www.britishmuseum.org/collection/object/A_1979-1012-12,,Unknown,adze,Unknown,0.65
"1979,1012.13",adze,,,"1979,1012.13",https://www.britishmuseum.org/collection/object/A_1979-1012-13,,Unknown,adze,Unknown,0.65
"1979,1012.26",adze,,,"1979,1012.26",https://www.britishmuseum.org/collection/object/A_1979-1012-26,,Unknown,adze,Unknown,0.65
"2018,6015.6",adze,,,"2018,6015.6",https://www.britishmuseum.org/collection/object/W_2018-6015-6,,Qing dynasty (c. 2010),adze,Unknown,0.75
"As1925,0615.1",adze,,,"As1925,0615.1",https://www.britishmuseum.org/collection/object/A_As1925-0615-1,https://media.britishmuseum.org/Repository/Documents/2014_11/8_16/3929afd6_2918_4ce8_9cd9_a3dd010bd77b/large_01382425_001.jpg,Unknown,adze,Unknown,0.65
"1979,1012.10",adze,,,"1979,1012.10",https://www.britishmuseum.org/collection/object/A_1979-1012-10,,Unknown,adze,Unknown,0.65
As.7098,adze,,,As.7098,https://www.britishmuseum.org/collection/object/A_As-7098,https://media.britishmuseum.org/Repository/Documents/2024_6/17_17/d1f32b49_72a9_43f9_998f_b19201209d48/large_IMG_1451.jpg,Unknown,adze,Unknown,0.65
OA+.3875,adze,,,OA+.3875,https://www.britishmuseum.org/collection/object/A_OA-3875,,Unknown,adze,Unknown,0.65
OA+.3881,adze,,,OA+.3881,https://www.britishmuseum.org/collection/object/A_OA-3881,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/807c15b4_db39_46a3_86f1_b1910057458a/large_IMG_1281.jpg,Unknown,adze,Unknown,0.65
As.7094,adze / axe,,,As.7094,https://www.britishmuseum.org/collection/object/A_As-7094,https://media.britishmuseum.org/Repository/Documents/2024_6/16_6/1b2966c8_b788_48cf_a671_b191006578c6/large_IMG_1302.jpg,Unknown,adze / axe,Unknown,0.65
OA+.3879,adze,,,OA+.3879,https://www.britishmuseum.org/collection/object/A_OA-3879,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/24848104_2e52_4226_8a21_b191005511f9/large_IMG_1270.jpg,Unknown,adze,Unknown,0.65
As.7095,adze,,,As.7095,https://www.britishmuseum.org/collection/object/A_As-7095,https://media.britishmuseum.org/Repository/Documents/2024_6/16_5/0a8d5f43_b5d0_4a35_8e7c_b1910062393e/large_IMG_1291.jpg,Unknown,adze,Unknown,0.65
"1979,1012.21",adze,,,"1979,1012.21",https://www.britishmuseum.org/collection/object/A_1979-1012-21,,Unknown,adze,Unknown,0.65
"1979,1012.15",adze,,,"1979,1012.15",https://www.britishmuseum.org/collection/object/A_1979-1012-15,,Unknown,adze,Unknown,0.65
"1979,1012.34",adze,,,"1979,1012.34",https://www.britishmuseum.org/collection/object/A_1979-1012-34,,Unknown,adze,Unknown,0.65
"1963,1014.6",adze,,,"1963,1014.6",https://www.britishmuseum.org/collection/object/A_1963-1014-6,,Unknown,adze,Unknown,0.65
"1979,1012.22",adze,,,"1979,1012.22",https://www.britishmuseum.org/collection/object/A_1979-1012-22,,Unknown,adze,Unknown,0.65
As.7099,adze,,,As.7099,https://www.britishmuseum.org/collection/object/A_As-7099,https://media.britishmuseum.org/Repository/Documents/2025_12/31_13/3a9bac7e_4a8b_477d_ba54_b3c400d99a90/large_As_7099_1.jpg,Unknown,adze,Unknown,0.65
"1979,1012.16",adze,,,"1979,1012.16",https://www.britishmuseum.org/collection/object/A_1979-1012-16,,Unknown,adze,Unknown,0.65
"1979,1012.35",adze,,,"1979,1012.35",https://www.britishmuseum.org/collection/object/A_1979-1012-35,,Unknown,adze,Unknown,0.65
"1979,1012.29",adze,,,"1979,1012.29",https://www.britishmuseum.org/collection/object/A_1979-1012-29,,Unknown,adze,Unknown,0.65
"1979,1012.17",adze,,,"1979,1012.17",https://www.britishmuseum.org/collection/object/A_1979-1012-17,,Unknown,adze,Unknown,0.65
"1979,1012.30",adze,,,"1979,1012.30",https://www.britishmuseum.org/collection/object/A_1979-1012-30,,Unknown,adze,Unknown,0.65
"1979,1012.43",adze,,,"1979,1012.43",https://www.britishmuseum.org/collection/object/A_1979-1012-43,,Unknown,adze,Unknown,0.65
"1979,1012.37",adze,,,"1979,1012.37",https://www.britishmuseum.org/collection/object/A_1979-1012-37,,Unknown,adze,Unknown,0.65
"1979,1012.31",adze,,,"1979,1012.31",https://www.britishmuseum.org/collection/object/A_1979-1012-31,,Unknown,adze,Unknown,0.65
"1979,1012.25",adze,,,"1979,1012.25",https://www.britishmuseum.org/collection/object/A_1979-1012-25,,Unknown,adze,Unknown,0.65
"1926,1204.24",aeolipile,,,"1926,1204.24",https://www.britishmuseum.org/collection/object/A_1926-1204-24,,Unknown,aeolipile,Unknown,0.65
"1936,1007.2",aeolipile,,,"1936,1007.2",https://www.britishmuseum.org/collection/object/A_1936-1007-2,,Qing dynasty (1644-1912),aeolipile,Unknown,0.75
"1936,1007.5",aeolipile,,,"1936,1007.5",https://www.britishmuseum.org/collection/object/A_1936-1007-5,,Unknown,aeolipile,Unknown,0.65
"1913,0721.7",aeolipile,,,"1913,0721.7",https://www.britishmuseum.org/collection/object/A_1913-0721-7,,Qing dynasty (c. 1900),aeolipile,Unknown,0.75
"1936,1007.3",aeolipile,,,"1936,1007.3",https://www.britishmuseum.org/collection/object/A_1936-1007-3,,Unknown,aeolipile,Unknown,0.65
"1905,0518.75.a-b",akor,,,"1905,0518.75.a-b",https://www.britishmuseum.org/collection/object/A_1905-0518-75-a-b,https://media.britishmuseum.org/Repository/Documents/2014_11/12_11/751bd836_b703_4f26_bd16_a3e100bfcb9c/large_00100519_001.jpg,19thC,akor,Unknown,0.75
Franks.807,albarello,,,Franks.807,https://www.britishmuseum.org/collection/object/A_Franks-807,https://media.britishmuseum.org/Repository/Documents/2014_10/4_21/dc8cd806_9bb9_4892_856f_a3ba01619af2/large_00264110_001.jpg,Ming dynasty (c. 1621),albarello,Unknown,0.75
"1962,1231,0.5.1-28",album / painting,,,"1962,1231,0.5.1-28",https://www.britishmuseum.org/collection/object/A_1962-1231-0-5-1-28,https://media.britishmuseum.org/Repository/Documents/2014_10/11_17/7931769f_a5cc_404a_a68f_a3c10122f912/large_00681380_001.jpg,Qing dynasty (c. 1820),Painting,Unknown,0.75
"1869,0508,0.1",album / painting,,,"1869,0508,0.1",https://www.britishmuseum.org/collection/object/A_1869-0508-0-1,,Unknown,Painting,Unknown,0.65
"1948,0710,0.34.16",album / drawing / painting,,,"1948,0710,0.34.16",https://www.britishmuseum.org/collection/object/A_1948-0710-0-34-16,https://media.britishmuseum.org/Repository/Documents/2014_10/11_22/ca2e2c89_8510_4a91_9c32_a3c1017399b5/large_00710462_001.jpg,19thC,Painting,Unknown,0.75
"1934,0512,0.1.1-16",print / album,,,"1934,0512,0.1.1-16",https://www.britishmuseum.org/collection/object/A_1934-0512-0-1-1-16,https://media.britishmuseum.org/Repository/Documents/2024_9/3_8/65a92e11_3c4b_49be_b221_b1e00089df62/large_1934_0512_0_1_1_16_2.jpg,Unknown,Print,Unknown,0.65
"1986,0313,0.1.137",photographic print / album,,,"1986,0313,0.1.137",https://www.britishmuseum.org/collection/object/A_1986-0313-0-1-137,https://media.britishmuseum.org/Repository/Documents/2014_10/11_10/2661933a_41a5_4c68_88ee_a3c100aff110/large_00631037_001.jpg,Qing dynasty (c. 1937),Print,Unknown,0.75
"1986,0313,0.1.208",photographic print / album,,,"1986,0313,0.1.208",https://www.britishmuseum.org/collection/object/A_1986-0313-0-1-208,,Qing dynasty (1644-1912),Print,Unknown,0.75
5cc48dc5a511,diagram of tree locations,Cherry Blossoms at BBG,,,https://www.bbg.org/collections/cherries,https://www.bbg.org/img/uploads/cherries/cherrymap2020-02.gif,Living collection,Plant,,0.8
8831d3c5f3a9,a woman smiles amid blossoming cherry trees,Cherry Blossoms at BBG,,,https://www.bbg.org/collections/cherries,https://www.bbg.org/img/uploads/collections/inline/cherries_membership-ad-v2.jpg,Living collection,Plant,,0.8
20858,"Squat, Wide-mouthed Urn",,,09.889.409,https://www.brooklynmuseum.org/objects/20858,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.09.889.409_NegA_print_bw.jpg,Qing dynasty (1644-1912),Vessel,Unknown,0.7
20886,Pointed Shape Vase,,,09.889.437,https://www.brooklynmuseum.org/objects/20886,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.09.889.437_overall01.jpg,Qing dynasty (1644-1912),Vessel,Unknown,0.7
20866,Jar,,,09.889.416,https://www.brooklynmuseum.org/objects/20866,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.09.889.416_NegA_print_bw.jpg,Qing dynasty (1644-1912),Vessel,Unknown,0.7
227129,Black Tower Lotus I,,,2025.78,https://www.brooklynmuseum.org/objects/227129,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.70_overall.jpg,Qing dynasty (c. 2025),Ceramic,Unknown,0.7
226957,Somebody Cares,,,2025.72,https://www.brooklynmuseum.org/objects/226957,,Qing dynasty (c. 2025),Sculpture,Unknown,0.7
227529,Stars under the Border,,,2026.6,https://www.brooklynmuseum.org/objects/227529,,Qing dynasty (c. 2025),Painting,Unknown,0.7
226910,Ubuntu (Humanity),,,2025.61,https://www.brooklynmuseum.org/objects/226910,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.61_front.jpg,Qing dynasty (c. 2025),Ceramic,Unknown,0.7
226110,Design for Cabinet,,,2024.65.3,https://www.brooklynmuseum.org/objects/226110,,Qing dynasty (c. 2024),Work on Paper,Unknown,0.7
226109,Design for Cabinet,,,2024.65.2,https://www.brooklynmuseum.org/objects/226109,,Qing dynasty (c. 2024),Work on Paper,Unknown,0.7
226111,Detail Designs for Cabinet,,,2024.65.4,https://www.brooklynmuseum.org/objects/226111,,Qing dynasty (c. 2024),Work on Paper,Unknown,0.7
225895,INSIDE MY DRESS IS A CHEST IS A TREE IS MY LUNGS IS MY HEART IS MY HOME,,,2024.35,https://www.brooklynmuseum.org/objects/225895,,Qing dynasty (c. 2024),Work on Paper,Unknown,0.7
225876,You Pick the Moon,,,2024.57,https://www.brooklynmuseum.org/objects/225876,https://brooklynmuseum.b-cdn.net/collections/objects/2024.57_overall01_PS22.jpg,Qing dynasty (c. 2024),Sculpture,Unknown,0.7
226553,Cave Painting,,,2025.27,https://www.brooklynmuseum.org/objects/226553,https://brooklynmuseum.b-cdn.net/collections/objects/2025.27_PS22.jpg,Qing dynasty (c. 2024),Installation,Unknown,0.7
225893,Bring a Folding Chair: A Portrait of Shirley Chisholm,,,2025.1,https://www.brooklynmuseum.org/objects/225893,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.1.jpg,Qing dynasty (c. 2024),Textile,Unknown,0.7
225904,Portrait with Grapes and Feathers (after Élisabeth Vigée Le Brun),,,2024.77,https://www.brooklynmuseum.org/objects/225904,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.77.jpg,Qing dynasty (c. 2024),Painting,Unknown,0.7
226669,Seeking the beyond 3,,,2025.33,https://www.brooklynmuseum.org/objects/226669,https://brooklynmuseum.b-cdn.net/collections/objects/2025.33_cropped_PS22.jpg,Qing dynasty (c. 2024),Painting,Unknown,0.7
227531,Displaced Peoples in Situ: Studio Study XVIII,,,2026.8,https://www.brooklynmuseum.org/objects/227531,,Qing dynasty (c. 2024),Painting,Unknown,0.7
226696,Colored Drinks 2,,,2025.48.2,https://www.brooklynmuseum.org/objects/226696,https://brooklynmuseum.b-cdn.net/collections/objects/2025.48.2_cropped_PS22.jpg,Qing dynasty (c. 2024),Painting,Unknown,0.7
225896,Tattoo Cabinet,,,2024.65.1,https://www.brooklynmuseum.org/objects/225896,https://brooklynmuseum.b-cdn.net/collections/objects/2024.65.1_front_PS22.jpg,Qing dynasty (c. 2024),Furnishing,Unknown,0.7
226384,Jimma Chair,,,2025.10,https://www.brooklynmuseum.org/objects/226384,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.10_Wexler.jpg,Qing dynasty (c. 2024),Furnishing,Unknown,0.7
225867,Gambling Mat,,,2024.39,https://www.brooklynmuseum.org/objects/225867,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.39.jpeg,Qing dynasty (c. 2024),collectionObject,Unknown,0.7
226061,Birds of a Feather aka: Chinatown Gangsters,,,2024.71,https://www.brooklynmuseum.org/objects/226061,https://brooklynmuseum.b-cdn.net/collections/objects/2024.71_PS22.jpg,Qing dynasty (c. 2024),Painting,Unknown,0.7
226064,Shabby Lingo,,,2024.72.2,https://www.brooklynmuseum.org/objects/226064,https://brooklynmuseum.b-cdn.net/collections/objects/2024.72.2_cropped_PS22.jpg,Qing dynasty (c. 2024),Painting,Unknown,0.7
226063,Almost Blue,,,2024.72.1,https://www.brooklynmuseum.org/objects/226063,https://brooklynmuseum.b-cdn.net/collections/objects/2024.72.1_cropped_PS22.jpg,Qing dynasty (c. 2024),Painting,Unknown,0.7
225881,"George William, Died, Oct 13, 1918, Age 30 years",Pit fired,,2024.51,https://www.brooklynmuseum.org/objects/225881,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.51_front_Nicola_Vassell_Gallery.jpg,Qing dynasty (c. 2024),Vessel,Unknown,0.7
225892,Four Horsemen of the Apocalypse (32),,,2023.60,https://www.brooklynmuseum.org/objects/225892,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.60.jpg,Qing dynasty (c. 2023),Photograph,Unknown,0.7
225495,Getting Reuben’s tuition book,,,2023.39,https://www.brooklynmuseum.org/objects/225495,https://brooklynmuseum.b-cdn.net/collections/objects/2023.39_overall_PS22.jpg,Qing dynasty (c. 2023),Textile,Unknown,0.7
225769,Ennui Gently Receives Single Date in Earth’s Tiniest Maw,,,2023.58,https://www.brooklynmuseum.org/objects/225769,https://brooklynmuseum.b-cdn.net/collections/objects/2023.58_overall_PS20.jpg,Qing dynasty (c. 2023),Furniture,Unknown,0.7
225658,Dorothy,,,2023.78,https://www.brooklynmuseum.org/objects/225658,https://brooklynmuseum.b-cdn.net/collections/objects/2023.78_overall01_PS22.jpg,Qing dynasty (c. 2023),Sculpture,Unknown,0.7
226382,From the series “To the Ends of the Earth”,,,2025.9.1,https://www.brooklynmuseum.org/objects/226382,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.9.1_Jeanette_Spicer.jpg,Qing dynasty (c. 2023),Photograph,Unknown,0.7
226383,From the series “To the Ends of the Earth”,,,2025.9.2,https://www.brooklynmuseum.org/objects/226383,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.9.2_Jeanette_Spicer.jpg,Qing dynasty (c. 2023),Photograph,Unknown,0.7
225656,Portrait with a Donkey,,,2024.16,https://www.brooklynmuseum.org/objects/225656,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.16_Adam_Reich.jpg,Qing dynasty (c. 2023),Painting,Unknown,0.7
225877,Natural Idiot Strings,,,2024.58a-l,https://www.brooklynmuseum.org/objects/225877,https://brooklynmuseum.b-cdn.net/collections/objects/2024.58a-l_PS22.jpg,Qing dynasty (c. 2023),Screen,Unknown,0.7
226551,Jackal Brings a New Era,,,2024.18,https://www.brooklynmuseum.org/objects/226551,https://brooklynmuseum.b-cdn.net/collections/objects/2024.18_cropped_PS22.jpg,Qing dynasty (c. 2023),Painting,Unknown,0.7
